customer_key,customer_id,account_type,avg_trade_size_baseline
193,193,Retail,144.2523545284706
194,194,Institutional,153.56782258106847
195,195,Retail,148.91138492540423
196,196,Retail,151.11462933453862
197,197,Retail,125.63276709289536
198,198,Retail,141.13981101985874
199,199,Institutional,91.9548732452252
200,200,Institutional,68.50748475119906
201,201,Retail,149.2484234534368
202,202,Retail,48.45976453785435
203,203,Retail,51.737253439688985
204,204,Retail,84.51687931383395
205,205,Institutional,74.97886225776449
206,206,Retail,107.34036365943236
207,207,Retail,106.83198630003498
208,208,Retail,61.03398203487079
209,209,Retail,84.37054171176516
210,210,Retail,40.822450531471176
211,211,Retail,103.1734858441934
212,212,Retail,183.3583319613734
213,213,Retail,87.9087979290586
214,214,Retail,155.80266628817463
215,215,Institutional,57.685932178967605
216,216,Retail,42.21124091697181
217,217,Retail,129.71137396834837
218,218,Retail,123.06713370917448
219,219,Institutional,74.4734557144319
220,220,Retail,91.5852921462452
221,221,Retail,45.5208532472784
222,222,Retail,183.60397778705823
223,223,Retail,94.230885340849
224,224,Retail,79.50215549690134
225,225,Retail,184.8383861921663
226,226,Institutional,47.06926595942412
227,227,Retail,91.21464707417776
228,228,Retail,87.29544314900346
229,229,Retail,87.33507060697625
230,230,Retail,42.06923664739832
231,231,Retail,208.2409094177524
232,232,Retail,195.54613582133967
233,233,Retail,114.60875023992251
234,234,Institutional,120.17828835569264
235,235,Retail,134.34776412771544
236,236,Retail,126.0968570799866
237,237,Retail,180.24406443985708
238,238,Retail,127.91558716055935
239,239,Retail,73.98844069364468
240,240,Retail,61.05493962264127
241,241,Institutional,205.2888580020903
242,242,Retail,48.70887865401382
243,243,Retail,201.5608978201433
244,244,Retail,164.28625459016578
245,245,Retail,112.84684350137285
246,246,Institutional,73.69212076210786
247,247,Retail,95.886798042464
248,248,Retail,135.37726577525947
249,249,Institutional,158.23316986394497
250,250,Retail,164.46503649239094
251,251,Retail,120.51286811137304
252,252,Retail,107.31533681143657
253,253,Retail,178.29714837894372
254,254,Retail,206.57441871265576
255,255,Retail,204.6037019180504
256,256,Institutional,139.29173881508802
257,257,Retail,54.223657165397896
258,258,Retail,53.19216608566046
259,259,Retail,112.4960250524936
260,260,Retail,171.91363268066908
261,261,Retail,129.52192626653863
262,262,Retail,152.92521475030202
263,263,Retail,191.79743169163316
264,264,Retail,47.26040506363178
265,265,Retail,206.28698501769912
266,266,Institutional,99.56153026705184
267,267,Retail,48.42172434647395
268,268,Retail,190.3771365060074
269,269,Retail,208.14772467229324
270,270,Retail,178.3519621368467
271,271,Retail,184.81277978148816
272,272,Retail,196.83550364656656
273,273,Retail,134.02543565588303
274,274,Retail,162.4833183723438
275,275,Retail,91.56128474500012
276,276,Retail,84.94609268759598
277,277,Retail,149.6096763944579
278,278,Retail,172.2293979406628
279,279,Retail,111.48530039900194
280,280,Institutional,112.052394477573
281,281,Retail,211.76204223276403
282,282,Retail,133.32287087904177
283,283,Retail,217.53116964628637
284,284,Retail,195.31167999988224
285,285,Retail,155.13837710825857
286,286,Institutional,41.644406726756536
287,287,Retail,93.266529100262
288,288,Retail,115.17588120031648
289,289,Institutional,157.50668375233334
290,290,Institutional,111.19415315601012
291,291,Retail,189.00829930754267
292,292,Retail,159.32294887664185
293,293,Retail,102.48881534780932
294,294,Institutional,181.19812852177972
295,295,Retail,94.55625658656987
296,296,Institutional,51.301589302586
297,297,Retail,71.06013155149033
298,298,Retail,40.49328869910256
299,299,Retail,189.82305044401411
300,300,Retail,152.879529263724
301,301,Institutional,142.70247593557914
302,302,Retail,159.16868581974938
303,303,Retail,157.64769850028193
304,304,Retail,141.78998935402507
305,305,Retail,191.63380822036035
306,306,Retail,119.37046180653768
307,307,Institutional,184.86570047759017
308,308,Retail,181.59406324280383
309,309,Retail,75.9108704537841
310,310,Retail,121.6774083306686
311,311,Retail,190.2878003131349
312,312,Retail,189.55393453524687
313,313,Institutional,44.321181197410304
314,314,Retail,80.14902203732568
315,315,Retail,116.29739139774188
316,316,Retail,48.48778360013968
317,317,Retail,86.91243212104487
318,318,Retail,86.49397099871629
319,319,Retail,78.62230875774765
320,320,Retail,111.39861616272506
321,321,Retail,186.341939305176
322,322,Retail,83.94045542330423
323,323,Retail,144.77211615842788
324,324,Retail,140.36405085093338
325,325,Retail,187.22633492274983
326,326,Retail,110.91989299591272
327,327,Retail,80.24235126421343
328,328,Retail,200.4737168172626
329,329,Retail,189.93047135562065
330,330,Retail,151.8706623293041
331,331,Retail,56.78308770221928
332,332,Institutional,42.90120925838216
333,333,Retail,72.87243180543929
334,334,Retail,75.3949405185708
335,335,Retail,64.5245351478552
336,336,Retail,87.19264683430659
337,337,Retail,100.81994102614502
338,338,Retail,175.7989119471141
339,339,Retail,167.7139849545099
340,340,Retail,58.78827790491914
341,341,Retail,215.8792552360796
342,342,Retail,175.38506575065114
343,343,Institutional,69.41798669560254
344,344,Retail,62.409382767393225
345,345,Retail,55.7584395268929
346,346,Retail,171.7219599986096
347,347,Institutional,82.53158088501918
348,348,Retail,53.13423913297977
349,349,Retail,115.9289696970652
350,350,Retail,167.56571765207332
351,351,Retail,94.82015485230768
352,352,Retail,126.87620303523674
353,353,Retail,74.68149427420758
354,354,Institutional,117.24673375682536
355,355,Retail,104.60960165652357
356,356,Institutional,118.10531473375092
357,357,Retail,123.8280877926239
358,358,Institutional,56.613791507605896
359,359,Retail,56.80630340869238
360,360,Retail,86.90990509388403
361,361,Retail,60.83650374085876
362,362,Retail,85.50117645653728
363,363,Retail,44.41791704509486
364,364,Retail,103.13309393540892
365,365,Retail,78.41383591780597
366,366,Retail,200.5863429780148
367,367,Institutional,194.4683670631991
368,368,Retail,94.0753911880688
369,369,Retail,125.58732061318491
370,370,Retail,212.04257897410636
371,371,Institutional,134.33734725499093
372,372,Retail,192.7179886662398
373,373,Institutional,188.74745982634397
374,374,Retail,209.4320149775884
375,375,Retail,95.0261157686194
376,376,Retail,47.8202217244662
377,377,Retail,58.71167207437986
378,378,Retail,142.83355340414977
379,379,Retail,135.4500349889355
380,380,Institutional,93.72154597132815
381,381,Retail,84.76839353187862
382,382,Retail,167.68865733033056
383,383,Retail,101.29051696046672
384,384,Retail,148.71132146790484
385,385,Retail,168.21284557148988
386,386,Retail,117.483767913966
387,387,Retail,74.81312778578098
388,388,Retail,194.9404289896841
389,389,Retail,56.83557086478364
390,390,Retail,189.30472292627795
391,391,Retail,190.6023237065684
392,392,Retail,142.77986773937482
393,393,Retail,153.30568925625315
394,394,Retail,104.44307099519366
395,395,Retail,191.485159982756
396,396,Retail,87.46666340105003
397,397,Retail,140.75969146206063
398,398,Retail,40.32307038280996
399,399,Retail,209.1717590659334
400,400,Retail,210.69337435781333
401,401,Retail,167.8750033264716
402,402,Retail,116.18316973418472
403,403,Retail,72.14999824689573
404,404,Retail,128.64331948726075
405,405,Retail,182.45388502250267
406,406,Retail,148.94925193192466
407,407,Retail,134.94938286113654
408,408,Retail,192.89995839880248
409,409,Retail,96.36410846368678
410,410,Retail,194.7935146434365
411,411,Retail,119.10161249289057
412,412,Retail,40.43448964137813
413,413,Retail,171.74956138601237
414,414,Institutional,198.01180923613495
415,415,Retail,127.18495102346886
416,416,Retail,121.854616447919
417,417,Institutional,184.98071659557743
418,418,Institutional,199.2594544521042
419,419,Retail,215.39561904216035
420,420,Retail,102.21705240170648
421,421,Retail,147.04397801229723
422,422,Retail,188.12530207683403
423,423,Institutional,135.73334623423722
424,424,Retail,123.13359997468294
425,425,Institutional,142.94777461451258
426,426,Retail,104.23605986811428
427,427,Retail,74.57369693739182
428,428,Institutional,51.993600413779326
429,429,Retail,149.79653760049482
430,430,Retail,108.24418506675896
431,431,Retail,198.9315405854985
432,432,Retail,80.13265223842191
433,433,Retail,95.9280970016042
434,434,Retail,214.6911225208437
435,435,Retail,140.1324168487044
436,436,Retail,102.41554771287716
437,437,Institutional,194.9609782855289
438,438,Retail,173.80751611635156
439,439,Retail,143.16572810486736
440,440,Retail,200.0379443629773
441,441,Retail,56.91307439337052
442,442,Retail,111.00890983538352
443,443,Institutional,185.89901868863015
444,444,Institutional,109.46973891813909
445,445,Retail,206.8125748171147
446,446,Retail,67.45380304861206
447,447,Retail,100.59471512198895
448,448,Retail,116.63366118687637
449,449,Retail,163.65317552859366
450,450,Institutional,75.16290677659309
451,451,Retail,41.77549036837998
452,452,Retail,215.7716765537007
453,453,Retail,201.77627780125312
454,454,Retail,94.03997536979644
455,455,Retail,127.026551178418
456,456,Retail,128.00563786966663
457,457,Retail,196.4606000127272
458,458,Institutional,147.47082540639786
459,459,Retail,188.7575840964166
460,460,Institutional,204.15894724210884
461,461,Retail,141.87156370826762
462,462,Institutional,91.38684419296705
463,463,Institutional,129.7674050517362
464,464,Retail,193.15652957035317
465,465,Retail,145.05145139168602
466,466,Retail,201.22994321214887
467,467,Retail,201.17848167075664
468,468,Retail,107.20473160834084
469,469,Retail,120.66050120729408
470,470,Retail,162.02447684337454
471,471,Retail,59.991601938338185
472,472,Retail,123.80029913897609
473,473,Retail,66.88938012576509
474,474,Retail,192.632113142746
475,475,Retail,209.7011975381781
476,476,Retail,65.47879759566254
477,477,Retail,160.12145657126013
478,478,Retail,154.5777812377327
479,479,Retail,176.81346418623914
480,480,Retail,165.24033751697198
481,481,Institutional,79.08322635677138
482,482,Retail,92.41827776415788
483,483,Institutional,69.74179882025908
484,484,Retail,205.80591983110136
485,485,Retail,133.92822372141725
486,486,Retail,215.7090073745665
487,487,Retail,120.87793325791162
488,488,Retail,139.49017082370318
489,489,Institutional,182.07290595936544
490,490,Retail,183.50025876795408
491,491,Retail,81.60692661380801
492,492,Retail,91.89091590335885
493,493,Institutional,57.60523075855701
494,494,Retail,184.9836102835568
495,495,Retail,182.8950739048016
496,496,Retail,54.626585468548654
497,497,Institutional,86.33786632331325
498,498,Retail,120.97606181731088
499,499,Retail,137.52020984492444
500,500,Retail,134.05795943145588
501,501,Retail,216.95355178494444
502,502,Retail,177.5425809650612
503,503,Retail,60.37380799993412
504,504,Retail,92.83042802939636
505,505,Retail,102.17690259642568
506,506,Retail,96.72665214113891
507,507,Retail,181.47021816555875
508,508,Retail,104.90102777002843
509,509,Retail,128.63680943593175
510,510,Retail,136.02175021168335
511,511,Retail,88.67626119189546
512,512,Retail,98.08524342045524
513,513,Retail,180.399562387732
514,514,Retail,196.0029335031602
515,515,Retail,46.674418487208
516,516,Retail,148.9278208675594
517,517,Institutional,154.0183921193716
518,518,Retail,172.71565627855537
519,519,Retail,164.89241917814678
520,520,Institutional,197.9364084093979
521,521,Retail,54.12501620529082
522,522,Retail,109.90700293534638
523,523,Retail,180.7761006652312
524,524,Retail,192.38440214699665
525,525,Institutional,87.65831889051847
526,526,Institutional,145.35112792722555
527,527,Retail,72.53770278717487
528,528,Retail,193.16098297286496
529,529,Retail,171.47742682918692
530,530,Retail,79.97171421984486
531,531,Retail,152.27916750680606
532,532,Retail,131.67766767973694
533,533,Retail,86.58881161893311
534,534,Retail,200.76206826629365
535,535,Retail,66.6110735850701
536,536,Retail,124.14276447676288
537,537,Retail,144.90369123718085
538,538,Institutional,188.23821633887007
539,539,Retail,67.03238422616504
540,540,Institutional,149.65142947572275
541,541,Retail,41.18075390107341
542,542,Retail,188.0646365621976
543,543,Retail,82.25184084561066
544,544,Institutional,169.7647565111879
545,545,Retail,148.3380020730661
546,546,Retail,49.022928932387366
547,547,Retail,72.98140289284986
548,548,Institutional,88.19332525978942
549,549,Retail,199.61098383808783
550,550,Retail,126.54460996107169
551,551,Retail,204.4305792589552
552,552,Retail,48.54098209746535
553,553,Institutional,41.18149726890116
554,554,Retail,210.68439172695847
555,555,Institutional,170.3050432061413
556,556,Retail,180.9970236784575
557,557,Institutional,204.8450105383021
558,558,Retail,217.2169646137293
559,559,Retail,57.58819022415456
560,560,Retail,68.49244194197908
561,561,Retail,73.94322081168606
562,562,Retail,187.31517858139603
563,563,Institutional,103.99898437586457
564,564,Retail,146.7888605019284
565,565,Retail,193.9399441602665
566,566,Institutional,162.9687711558106
567,567,Retail,51.77477091522983
568,568,Retail,120.22129421046822
569,569,Retail,52.15000928931188
570,570,Institutional,126.19183804340064
571,571,Retail,79.47448877074011
572,572,Retail,40.23547591451744
573,573,Retail,186.3673225225681
574,574,Retail,214.48891199251472
575,575,Retail,213.5438827187648
576,576,Retail,93.85333487739828
577,577,Retail,189.1792498113118
578,578,Retail,162.17984225468516
579,579,Retail,184.01375025388052
580,580,Retail,192.32284868725483
581,581,Retail,216.4501730292398
582,582,Retail,67.31133478006801
583,583,Retail,178.55428431717434
584,584,Retail,172.14764873476076
585,585,Retail,91.79245078393312
586,586,Retail,110.66576004462073
587,587,Institutional,71.81644858140874
588,588,Retail,204.3891747554381
589,589,Retail,198.28043046386887
590,590,Retail,150.52630262825593
591,591,Institutional,132.09339997924718
592,592,Retail,81.91990486902077
593,593,Retail,182.12864026539413
594,594,Retail,41.47688421767058
595,595,Retail,123.30160448296866
596,596,Institutional,194.89921188274425
597,597,Retail,151.32736019789553
598,598,Retail,154.32211148289318
599,599,Retail,52.72733661149996
600,600,Institutional,91.60685130026292
601,601,Institutional,161.29519700731277
602,602,Retail,48.93111422555489
603,603,Retail,99.56843562741422
604,604,Retail,103.71002144077649
605,605,Retail,129.76931002616382
606,606,Retail,105.22754542923948
607,607,Retail,121.74115674350256
608,608,Retail,138.4595223602085
609,609,Institutional,63.10261147657668
610,610,Retail,72.48557464131947
611,611,Retail,189.85197898402205
612,612,Retail,122.75822964456356
613,613,Retail,103.92737329235985
614,614,Retail,118.09867255270224
615,615,Retail,71.46733950615928
616,616,Retail,83.17250585546782
617,617,Retail,132.79423766197618
618,618,Retail,104.6067693342636
619,619,Retail,125.58209854093802
620,620,Retail,66.94684110787708
621,621,Retail,68.16429981814572
622,622,Retail,109.1097435338733
623,623,Retail,108.19437388517142
624,624,Retail,198.99982183446164
625,625,Institutional,46.02124853298713
626,626,Retail,218.7139794974578
627,627,Retail,212.17415066077035
628,628,Retail,137.6051711184394
629,629,Retail,169.3763971519049
630,630,Retail,208.34583834671412
631,631,Retail,85.21490305364568
632,632,Retail,96.81350945153952
633,633,Retail,59.96644301166084
634,634,Retail,141.49230111850983
635,635,Retail,68.70070762069409
636,636,Retail,207.5567109515238
637,637,Retail,117.68203247907084
638,638,Institutional,205.54361071612163
639,639,Retail,76.91798229413331
640,640,Retail,164.92656540753964
641,641,Retail,156.56657404965352
642,642,Retail,111.94162248114912
643,643,Retail,201.7017628790667
644,644,Retail,118.26436916600612
645,645,Retail,75.71749548361313
646,646,Retail,215.85736860633327
647,647,Retail,119.46665253974058
648,648,Retail,77.45313598199226
649,649,Retail,105.45387888665717
650,650,Retail,150.43170217669365
651,651,Retail,132.16495641004707
652,652,Retail,154.32106410944806
653,653,Retail,159.13431013332587
654,654,Retail,62.20858570831082
655,655,Retail,96.67929351523529
656,656,Institutional,174.76617834188824
657,657,Retail,157.06610484762282
658,658,Retail,55.90270062869468
659,659,Institutional,96.72656538961152
660,660,Retail,207.63798688656644
661,661,Retail,195.16227805901943
662,662,Institutional,160.71571346431398
663,663,Institutional,53.11548769655752
664,664,Retail,149.26993358578943
665,665,Retail,42.19386373113127
666,666,Retail,159.0027529305448
667,667,Retail,171.61807882117992
668,668,Retail,129.50385152880864
669,669,Retail,40.68519599218335
670,670,Retail,159.98982131269997
671,671,Retail,187.55321539700392
672,672,Retail,145.4561442366111
673,673,Retail,167.65555085171653
674,674,Retail,56.257844677990605
675,675,Retail,168.75793330171314
676,676,Retail,150.55473316749075
677,677,Retail,99.58355050555022
678,678,Retail,163.36011915486665
679,679,Institutional,156.2049188336956
680,680,Retail,147.90284319980458
681,681,Institutional,72.93017259695608
682,682,Retail,93.3199104565668
683,683,Retail,218.44889891783228
684,684,Retail,117.95965133109152
685,685,Institutional,50.69677423988849
686,686,Retail,201.820955946489
687,687,Retail,71.12777573649404
688,688,Institutional,112.63356750351934
689,689,Retail,90.03980442297944
690,690,Retail,213.49758156911736
691,691,Retail,108.05774420376356
692,692,Retail,167.56905350386393
693,693,Retail,147.70893494777258
694,694,Retail,47.73553088833365
695,695,Retail,109.17664212994131
696,696,Retail,110.20395326914532
697,697,Retail,218.1699985728121
698,698,Retail,186.14716619053905
699,699,Retail,194.1977697018739
700,700,Retail,96.43381060381144
701,701,Retail,99.22983072040115
702,702,Institutional,132.8090275184402
703,703,Retail,153.5827238911184
704,704,Retail,171.09282786070594
705,705,Retail,187.74433404151384
706,706,Retail,197.17639948129977
707,707,Retail,44.43266395012736
708,708,Retail,183.29725894934805
709,709,Retail,149.95065816274607
710,710,Retail,135.77526030414452
711,711,Retail,153.12394063450006
712,712,Institutional,198.7488842384539
713,713,Retail,138.15236097536155
714,714,Retail,69.1938410618141
715,715,Retail,118.6198870351612
716,716,Retail,206.40271604065805
717,717,Retail,186.6070762433058
718,718,Retail,76.54820825468761
719,719,Retail,168.54587513913415
720,720,Retail,86.12080986806168
721,721,Institutional,102.73665945825005
722,722,Retail,124.4051255156448
723,723,Retail,119.35653301492452
724,724,Retail,45.27036880242597
725,725,Retail,179.3216604964298
726,726,Retail,192.3494789503204
727,727,Institutional,135.56978314227928
728,728,Institutional,71.13119491631895
729,729,Retail,84.62884458736193
730,730,Retail,62.7401579366466
731,731,Institutional,70.51112577994962
732,732,Retail,197.751530880326
733,733,Retail,126.42930236379924
734,734,Retail,59.98242421313239
735,735,Retail,85.85414715796365
736,736,Institutional,210.9102549214173
737,737,Retail,131.66782422506935
738,738,Retail,132.81417333772026
739,739,Retail,134.6160754842823
740,740,Institutional,60.09102658625744
741,741,Retail,214.65645855891665
742,742,Retail,55.20743452267861
743,743,Retail,166.0069157957254
744,744,Retail,50.39766741234784
745,745,Retail,119.84651867533464
746,746,Retail,201.9420891411119
747,747,Retail,178.32001762930255
748,748,Retail,100.24168389397668
749,749,Retail,139.24259787036988
750,750,Retail,69.74943801128245
751,751,Retail,212.10164309643483
752,752,Retail,167.5619218747595
753,753,Retail,107.37287697579998
754,754,Retail,97.22822712777004
755,755,Retail,82.95497491995047
756,756,Retail,181.5735188656488
757,757,Retail,118.230565074054
758,758,Retail,99.43909978799644
759,759,Retail,202.9399144672392
760,760,Retail,67.0392305628629
761,761,Retail,87.49038893151057
762,762,Retail,102.05782824637302
763,763,Retail,86.77326739871607
764,764,Retail,145.3725474197989
765,765,Retail,148.18560007052753
766,766,Retail,49.85481504705092
767,767,Retail,66.01523153166836
768,768,Institutional,75.73517614828208
769,769,Retail,52.65905233270363
770,770,Retail,62.45715807387634
771,771,Retail,83.13725001741206
772,772,Retail,102.21170932979842
773,773,Institutional,182.43562217126205
774,774,Institutional,79.22291420007848
775,775,Retail,160.6046496598027
776,776,Retail,50.418583525250384
777,777,Institutional,158.48336673467333
778,778,Retail,183.04945701793736
779,779,Retail,148.8654307920334
780,780,Retail,76.25061226747903
781,781,Retail,99.47344249523309
782,782,Retail,184.9326427950272
783,783,Retail,117.7549406484261
784,784,Retail,85.94223662710706
785,785,Institutional,207.88447658359703
786,786,Institutional,154.7238741899063
787,787,Retail,185.0286478986796
788,788,Institutional,44.4103392831348
789,789,Retail,101.08058496935796
790,790,Retail,122.60144242893944
791,791,Retail,145.73587974443734
792,792,Retail,74.1949395646236
793,793,Retail,129.63163948945308
794,794,Retail,163.41256618414377
795,795,Retail,102.25769020456434
796,796,Retail,164.4595965468506
797,797,Retail,110.13772726693132
798,798,Retail,124.5034124269194
799,799,Retail,64.172722103008
800,800,Retail,157.2294218911248
801,801,Retail,80.36962384420697
802,802,Retail,189.19302322847665
803,803,Retail,139.61980678845225
804,804,Institutional,140.84621493073683
805,805,Retail,204.2457740344676
806,806,Retail,70.13248803570752
807,807,Institutional,135.44224201797994
808,808,Retail,108.79690188025975
809,809,Retail,213.93833351794189
810,810,Retail,182.68852843264904
811,811,Retail,176.35015563322972
812,812,Retail,76.74184410424414
813,813,Retail,82.7181842527041
814,814,Retail,45.25254893052919
815,815,Retail,154.93636514964206
816,816,Retail,106.75036873087257
817,817,Retail,96.16732498737991
818,818,Retail,154.66562059196292
819,819,Retail,189.16377074617813
820,820,Retail,63.94531827877471
821,821,Retail,205.35906170307427
822,822,Retail,46.168821237335976
823,823,Retail,57.11914124232412
824,824,Retail,190.8630650419554
825,825,Retail,128.68668882715974
826,826,Retail,209.06587376875788
827,827,Institutional,123.09753938641973
828,828,Retail,206.7021374720395
829,829,Retail,83.13333261352498
830,830,Retail,150.96093209834373
831,831,Retail,219.00424053023585
832,832,Retail,107.6913054503766
833,833,Retail,40.26184321159832
834,834,Retail,51.52939698676701
835,835,Retail,194.6307286384081
836,836,Retail,128.53941432784376
837,837,Retail,136.60927570978674
838,838,Retail,183.89669884162493
839,839,Retail,186.0842215736615
840,840,Retail,125.93583543738218
841,841,Retail,194.4509398183087
842,842,Retail,124.31649250114184
843,843,Retail,161.50384738732265
844,844,Retail,46.0051295910784
845,845,Retail,64.83988963510643
846,846,Retail,193.2556067056508
847,847,Retail,96.36131601476764
848,848,Retail,100.25390930702748
849,849,Retail,159.33841548501067
850,850,Retail,146.65686713139013
851,851,Retail,54.79395531681796
852,852,Retail,177.8377061652688
853,853,Retail,151.10003731174933
854,854,Retail,193.9597335142008
855,855,Retail,136.38944380881296
856,856,Retail,114.57847047703711
857,857,Retail,106.84128239018872
858,858,Retail,40.795406724279786
859,859,Retail,47.16116007604411
860,860,Institutional,63.6180565505188
861,861,Retail,207.3167296173239
862,862,Retail,198.5170958216024
863,863,Institutional,129.49534389909542
864,864,Retail,72.4353508148535
865,865,Retail,66.30004490466365
