transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,day_Friday,day_Monday,day_Thursday,day_Tuesday,day_Wednesday
119,2023-01-09,193,5,0,86,186.43,4.868417750220656,11189.879654079232,1,0,0,High,1,2,0,1,0,0,0
121,2023-01-09,3165,6,0,119,139.4,5.220186907953162,22011.28160354881,1,0,0,Mid,1,2,0,1,0,0,0
122,2023-01-09,2096,7,0,1190,254.21,5.043205122475798,184409.42648804304,0,0,0,High,1,2,0,1,0,0,0
123,2023-01-09,4747,8,0,1015,229.95,5.323079475092926,208089.4608732166,1,0,0,High,4,1,0,1,0,0,0
124,2023-01-09,3588,9,0,373,139.4,5.060835558557927,58830.3983006412,1,0,0,High,0,5,0,1,0,0,0
125,2023-01-09,2982,11,0,345,254.21,3.3062747578470084,9412.738165337796,0,0,0,High,4,1,0,1,0,0,0
126,2023-01-09,4747,12,1,59,222.18,5.057191247828222,9271.7617749159,1,0,0,Mid,1,7,0,1,0,0,0
127,2023-01-09,4955,12,1,343,238.5,5.057191247828222,53901.93709823989,1,0,0,Mid,1,7,0,1,0,0,0
128,2023-01-09,1513,17,0,41,139.4,4.671300876558266,4380.301967135993,1,0,0,Mid,4,6,0,1,0,0,0
129,2023-01-10,4700,5,0,213,213.0,4.936272256860099,29660.290873415925,0,0,0,High,1,2,0,0,0,1,0
130,2023-01-10,3232,5,0,214,214.0,4.936272256860099,29799.54106530989,1,0,0,High,1,2,0,0,0,1,0
131,2023-01-10,4679,5,0,2350,254.21,4.936272256860099,327237.950950833,1,0,0,High,1,2,0,0,0,1,0
132,2023-01-10,1157,7,0,1001,254.21,5.060686778902467,157856.48212204096,1,0,0,High,1,2,0,0,0,1,0
133,2023-01-10,4955,11,0,16,218.27,3.2702922493703044,421.1044790296323,1,0,0,High,4,1,0,0,0,1,0
134,2023-01-10,80,11,0,214,214.0,3.2702922493703044,5632.272407021332,1,0,0,High,4,1,0,0,0,1,0
135,2023-01-10,2426,11,0,451,254.21,3.2702922493703044,11869.88250264776,1,0,0,High,4,1,0,0,0,1,0
136,2023-01-10,3588,12,0,27,139.4,5.058215837729358,4247.359198505615,1,0,0,Mid,1,7,0,0,0,1,0
137,2023-01-10,1867,12,0,14,139.4,5.058215837729358,2202.334399225134,1,0,0,Mid,1,7,0,0,0,1,0
138,2023-01-10,998,12,0,240,240.0,5.058215837729358,37754.30398671658,1,0,0,Mid,1,7,0,0,0,1,0
139,2023-01-10,2871,16,0,53,139.4,5.238901064135111,9988.532637161894,1,0,0,Mid,3,3,0,0,0,1,0
140,2023-01-11,4747,5,0,171,219.96,4.917761437365392,23375.061703329902,1,0,0,High,1,2,0,0,0,0,1
141,2023-01-11,3938,5,1,51,151.43,4.917761437365392,6971.509630817692,1,0,0,High,1,2,0,0,0,0,1
142,2023-01-11,4747,5,1,258,221.54,4.917761437365392,35267.63695590126,1,0,0,High,1,2,0,0,0,0,1
143,2023-01-11,193,5,1,179,185.5,4.917761437365392,24468.631841497387,1,0,0,High,1,2,0,0,0,0,1
144,2023-01-11,193,5,0,47,170.11,4.917761437365392,6424.72456173395,1,0,0,High,1,2,0,0,0,0,1
145,2023-01-11,4629,5,0,239,254.21,4.917761437365392,32670.407877753496,1,0,0,High,1,2,0,0,0,0,1
146,2023-01-11,2946,5,0,333,254.21,4.917761437365392,45519.8570012214,1,0,0,High,1,2,0,0,0,0,1
147,2023-01-11,4528,7,0,185,185.0,5.058561541495849,29112.338495406664,1,0,0,High,1,2,0,0,0,0,1
148,2023-01-11,4955,7,0,331,227.67,5.058561541495849,52087.48130799787,1,0,0,High,1,2,0,0,0,0,1
149,2023-01-11,2871,11,0,8,139.4,3.2702922493703044,210.5522395148161,1,0,0,High,4,1,0,0,0,0,1
150,2023-01-11,4955,11,0,182,224.15,3.2702922493703044,4790.063448962067,1,0,0,High,4,1,0,0,0,0,1
151,2023-01-11,193,11,0,34,156.5,3.2702922493703044,894.8470179379685,1,0,0,High,4,1,0,0,0,0,1
152,2023-01-11,1185,12,0,100,254.21,5.055831834002131,15693.50199495176,0,0,0,Mid,1,7,0,0,0,0,1
153,2023-01-11,4700,12,0,225,219.0,5.055831834002131,35310.37948864146,0,0,0,Mid,1,7,0,0,0,0,1
154,2023-01-11,3516,15,0,16,139.4,4.341720171113258,1229.4336477616812,1,0,0,Low,1,4,0,0,0,0,1
155,2023-01-11,563,17,0,71,139.4,4.653918195206124,7454.685741461144,0,0,0,Mid,4,6,0,0,0,0,1
156,2023-01-11,193,17,0,181,158.73,4.653918195206124,19004.198862034747,1,0,0,Mid,4,6,0,0,0,0,1
157,2023-01-11,4327,17,0,183,183.0,4.653918195206124,19214.19000968154,1,0,0,Mid,4,6,0,0,0,0,1
158,2023-01-11,1513,17,0,66,139.4,4.653918195206124,6929.707872344163,1,0,0,Mid,4,6,0,0,0,0,1
159,2023-01-12,2920,2,0,96,139.4,2.4104083501898907,1069.2968283487514,1,0,0,Low,4,6,0,0,1,0,0
160,2023-01-12,845,5,0,149,139.4,4.952082157390468,21078.913579144577,1,0,0,High,1,2,0,0,1,0,0
161,2023-01-12,4240,5,0,428,254.21,4.952082157390468,60548.82558304617,1,0,0,High,1,2,0,0,1,0,0
162,2023-01-12,3588,5,0,479,144.25,4.952082157390468,67763.755734297,1,0,0,High,1,2,0,0,1,0,0
163,2023-01-12,2426,5,0,693,254.21,4.952082157390468,98038.16852582007,1,0,0,High,1,2,0,0,1,0,0
164,2023-01-12,4955,8,1,346,232.86,5.413606646577907,77656.1029908389,1,0,0,High,4,1,0,0,1,0,0
165,2023-01-12,4023,8,0,62,139.4,5.413606646577907,13915.255449225468,1,0,0,High,4,1,0,0,1,0,0
166,2023-01-12,1865,8,0,210,210.0,5.413606646577907,47132.31684415077,1,0,0,High,4,1,0,0,1,0,0
167,2023-01-12,1438,8,0,152,152.0,5.413606646577907,34114.819811004374,1,0,0,High,4,1,0,0,1,0,0
168,2023-01-12,4747,8,0,217,221.36,5.413606646577907,48703.394072289135,1,0,0,High,4,1,0,0,1,0,0
169,2023-01-12,1006,9,0,459,254.21,5.076022860549142,73502.38036608817,1,0,0,High,0,5,0,0,1,0,0
170,2023-01-12,3938,11,0,213,159.12,3.261917977734131,5559.203621505544,1,0,0,High,4,1,0,0,1,0,0
171,2023-01-12,4955,11,1,266,235.07,3.261917977734131,6942.479640002229,1,0,0,High,4,1,0,0,1,0,0
172,2023-01-12,583,11,0,2041,254.21,3.261917977734131,53269.17648588176,1,0,0,High,4,1,0,0,1,0,0
173,2023-01-12,3163,11,0,127,139.4,3.261917977734131,3314.6425348882817,1,0,0,High,4,1,0,0,1,0,0
174,2023-01-12,4747,11,0,95,216.5,3.261917977734131,2479.45701428651,1,0,0,High,4,1,0,0,1,0,0
175,2023-01-12,3699,12,0,119,139.4,5.043744043476591,18450.88353850868,1,0,0,Mid,1,7,0,0,1,0,0
176,2023-01-12,3938,16,0,258,170.11,5.2422137113101055,48784.76235370452,1,0,0,Mid,3,3,0,0,1,0,0
177,2023-01-12,4747,16,0,68,211.0,5.2422137113101055,12857.999380046153,1,0,0,Mid,3,3,0,0,1,0,0
178,2023-01-12,3772,16,0,118,139.4,5.2422137113101055,22312.410688903616,1,0,0,Mid,3,3,0,0,1,0,0
179,2023-01-12,227,17,0,87,139.4,4.613758708168157,8775.041931338295,1,0,0,Mid,4,6,0,0,1,0,0
180,2023-01-12,4747,17,0,224,211.46,4.613758708168157,22593.211409422736,1,0,0,Mid,4,6,0,0,1,0,0
181,2023-01-12,4081,17,0,104,139.4,4.613758708168157,10489.705297231983,1,0,0,Mid,4,6,0,0,1,0,0
182,2023-01-12,4955,18,0,124,228.12,4.45737925935016,10696.381920049284,1,0,0,Mid,1,2,0,0,1,0,0
183,2023-01-12,3938,19,0,45,157.6,4.604505365786686,4497.009303341609,1,0,0,Mid,1,2,0,0,1,0,0
184,2023-01-13,1356,2,0,24,139.4,2.49523579789899,290.99021123759667,1,0,0,Low,4,6,1,0,0,0,0
185,2023-01-13,4023,4,0,44,139.4,4.871913099092072,5745.100783853364,1,0,0,Low,1,4,1,0,0,0,0
186,2023-01-13,3812,4,0,96,139.4,4.871913099092072,12534.76534658916,0,0,0,Low,1,4,1,0,0,0,0
187,2023-01-13,193,5,0,173,159.92,4.973515336619698,25004.396068141483,1,0,0,High,1,2,1,0,0,0,0
188,2023-01-13,3498,5,0,516,254.21,4.973515336619698,74579.58596046823,1,0,0,High,1,2,1,0,0,0,0
189,2023-01-13,3588,5,0,75,139.4,4.973515336619698,10840.056098905266,1,0,0,High,1,2,1,0,0,0,0
190,2023-01-13,4747,5,0,94,207.41,4.973515336619698,13586.203643961268,1,0,0,High,1,2,1,0,0,0,0
191,2023-01-13,473,7,0,54,139.4,5.05269494302738,8447.949173991025,1,0,0,High,1,2,1,0,0,0,0
192,2023-01-13,2352,8,0,189,238.5,5.4183073220163,42618.952900125456,1,0,0,High,4,1,1,0,0,0,0
193,2023-01-13,4747,8,0,77,203.07,5.4183073220163,17363.277107458518,1,0,0,High,4,1,1,0,0,0,0
194,2023-01-13,3588,9,1,105,139.4,5.0897875427534425,17047.31330560149,1,0,0,High,0,5,1,0,0,0,0
195,2023-01-13,4747,11,1,40,197.81,3.2923449681236625,1076.2353270409744,1,0,0,High,4,1,1,0,0,0,0
196,2023-01-13,3339,11,0,229,248.0,3.2923449681236625,6161.447247309578,1,0,0,High,4,1,1,0,0,0,0
197,2023-01-13,4747,17,0,53,193.28,4.625705326766976,5409.96141860664,1,0,0,Mid,4,6,1,0,0,0,0
198,2023-01-16,1422,5,0,257,254.21,4.9558249566932,36493.923329541765,1,0,0,High,1,2,0,1,0,0,0
199,2023-01-16,2871,5,0,360,140.33,4.9558249566932,51119.89260169274,1,0,0,High,1,2,0,1,0,0,0
200,2023-01-16,3069,5,0,43,139.4,4.9558249566932,6105.987171868856,1,0,0,High,1,2,0,1,0,0,0
201,2023-01-16,366,5,0,99,139.4,4.9558249566932,14057.970465465503,1,0,0,High,1,2,0,1,0,0,0
202,2023-01-16,2979,5,0,291,254.21,4.9558249566932,41321.91318636831,1,0,0,High,1,2,0,1,0,0,0
203,2023-01-16,193,5,1,327,172.77,4.9558249566932,46433.90244653758,1,0,0,High,1,2,0,1,0,0,0
204,2023-01-16,1816,7,0,147,139.4,5.047884072211304,22886.82414227059,1,0,0,High,1,2,0,1,0,0,0
205,2023-01-16,4747,8,1,736,209.73,5.392548057472504,161745.30346901913,1,0,0,High,4,1,0,1,0,0,0
206,2023-01-16,1794,8,0,94,139.4,5.392548057472504,20657.688214793205,1,0,0,High,4,1,0,1,0,0,0
207,2023-01-16,443,8,0,452,254.21,5.392548057472504,99332.71354347371,0,0,0,High,4,1,0,1,0,0,0
208,2023-01-16,4955,8,1,84,219.65,5.392548057472504,18460.061808964143,1,0,0,High,4,1,0,1,0,0,0
209,2023-01-16,4747,9,0,22,204.21,5.0598521575686,3466.4788285697127,1,0,0,High,0,5,0,1,0,0,0
210,2023-01-16,193,9,0,428,191.0,5.0598521575686,67438.76993762895,1,0,0,High,0,5,0,1,0,0,0
211,2023-01-16,3259,11,0,94,139.4,3.341159738522375,2655.676014842565,1,0,0,High,4,1,0,1,0,0,0
212,2023-01-16,35,11,0,248,248.0,3.341159738522375,7006.4643795846405,1,0,0,High,4,1,0,1,0,0,0
213,2023-01-16,1157,11,0,83,254.21,3.341159738522375,2344.9054173609884,1,0,0,High,4,1,0,1,0,0,0
214,2023-01-16,4955,11,0,45,209.94,3.341159738522375,1271.3342624246322,1,0,0,High,4,1,0,1,0,0,0
215,2023-01-16,3588,11,0,241,143.18,3.341159738522375,6808.701272096364,1,0,0,High,4,1,0,1,0,0,0
216,2023-01-16,719,11,0,147,147.0,3.341159738522375,4153.025257253799,1,0,0,High,4,1,0,1,0,0,0
217,2023-01-16,366,12,0,287,193.0,5.09704989469043,46935.61793520973,1,0,0,Mid,1,7,0,1,0,0,0
218,2023-01-16,4955,12,0,67,202.42,5.09704989469043,10957.095476163942,1,0,0,Mid,1,7,0,1,0,0,0
219,2023-01-16,4955,15,0,136,199.1,4.382506896939654,10885.226508398531,1,0,0,Low,1,4,0,1,0,0,0
220,2023-01-16,2575,17,0,72,139.4,4.6522354954301095,7546.971337765733,0,0,0,Mid,4,6,0,1,0,0,0
221,2023-01-16,3322,17,0,238,238.0,4.6522354954301095,24946.933033170066,1,0,0,Mid,4,6,0,1,0,0,0
222,2023-01-16,2707,17,0,62,139.4,4.6522354954301095,6498.780874187159,1,0,0,Mid,4,6,0,1,0,0,0
223,2023-01-16,1094,19,0,18,254.21,4.645464678282279,1874.011194147696,1,0,0,Mid,1,2,0,1,0,0,0
224,2023-01-16,3595,19,0,46,139.4,4.645464678282279,4789.139718377444,1,0,0,Mid,1,2,0,1,0,0,0
225,2023-01-16,998,19,0,96,168.0,4.645464678282279,9994.726368787711,1,0,0,Mid,1,2,0,1,0,0,0
226,2023-01-17,3588,5,1,274,154.08,4.897041931999854,36686.7171637807,1,0,0,High,1,2,0,0,0,1,0
227,2023-01-17,193,5,0,115,185.93,4.897041931999854,15397.709758521094,1,0,0,High,1,2,0,0,0,1,0
228,2023-01-17,474,5,0,126,183.33,4.897041931999854,16870.53417020572,1,0,0,High,1,2,0,0,0,1,0
229,2023-01-17,3588,5,0,383,171.69,4.897041931999854,51281.06815229199,1,0,0,High,1,2,0,0,0,1,0
230,2023-01-17,4747,5,1,114,201.63,4.897041931999854,15263.816630186127,1,0,0,High,1,2,0,0,0,1,0
231,2023-01-17,4955,5,0,92,194.0,4.897041931999854,12318.167806816877,1,0,0,High,1,2,0,0,0,1,0
232,2023-01-17,4955,5,1,576,211.36,4.897041931999854,77122.44192094044,1,0,0,High,1,2,0,0,0,1,0
233,2023-01-17,3788,5,0,402,254.21,4.897041931999854,53825.03759065635,1,0,0,High,1,2,0,0,0,1,0
234,2023-01-17,3784,6,0,147,147.0,5.184750593359422,26243.75093705031,0,0,0,Mid,1,2,0,0,0,1,0
235,2023-01-17,60,6,0,206,206.0,5.184750593359422,36776.95709545825,1,0,0,Mid,1,2,0,0,0,1,0
236,2023-01-17,474,7,0,1212,254.21,5.062826471154843,191540.3246047398,1,0,0,High,1,2,0,0,0,1,0
237,2023-01-17,4697,8,0,80,139.4,5.414670491045338,17974.279992181975,1,0,0,High,4,1,0,0,0,1,0
238,2023-01-17,366,9,0,375,253.67,5.02315675075223,56958.76003056792,1,0,0,High,0,5,0,0,0,1,0
239,2023-01-17,1513,9,0,96,139.4,5.02315675075223,14581.442567825388,1,0,0,High,0,5,0,0,0,1,0
240,2023-01-17,4452,9,0,124,139.4,5.02315675075223,18834.363316774456,1,0,0,High,0,5,0,0,0,1,0
241,2023-01-17,2536,10,0,47,139.4,4.226044945983772,3216.961462033939,1,0,0,Mid,2,0,0,0,0,1,0
242,2023-01-17,4023,11,0,377,142.75,3.296888426694009,10189.709466100174,1,0,0,High,4,1,0,0,0,1,0
243,2023-01-17,781,11,0,70,139.4,3.296888426694009,1891.9884950318624,1,0,0,High,4,1,0,0,0,1,0
