transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,cumulative_portfolio_value,average_trade_size_winsorized,cumulative_portfolio_value_log
68,2023-01-04,1960,STK018,BUY,66,66.0,7001.56,139.4,8.854031075465995
69,2023-01-04,1712,STK018,BUY,52,52.0,5516.38,139.4,8.615658388913863
70,2023-01-04,1647,STK018,BUY,28,28.0,2970.36,139.4,7.996775039444743
71,2023-01-04,637,STK018,BUY,84,84.0,8911.08,139.4,9.095162938787457
72,2023-01-04,3588,STK019,BUY,48,56.33,8350.34,139.4,9.030177284011433
73,2023-01-05,193,STK004,BUY,65,234.2,45703.74,234.2,10.72995729141623
74,2023-01-05,3938,STK006,SELL,152,163.6,45148.3,163.6,10.717730054848976
75,2023-01-05,4629,STK006,BUY,404,404.0,51523.87,254.21,10.849819882708413
76,2023-01-05,1185,STK006,BUY,260,260.0,33158.92,254.21,10.409097196701087
77,2023-01-05,3849,STK006,BUY,146,146.0,18620.01,146.0,9.832045792109705
78,2023-01-05,3339,STK007,BUY,267,267.0,50469.23,254.21,10.829138936486595
79,2023-01-05,845,STK008,BUY,38,38.0,5914.43,139.4,8.685319470304457
80,2023-01-05,4747,STK012,BUY,30,186.08,140748.29,186.08,11.85473550158424
81,2023-01-05,4955,STK012,SELL,49,274.83,188920.3,254.21,12.149085805205942
82,2023-01-05,3588,STK012,SELL,83,63.0,5947.18,139.4,8.690840569395185
83,2023-01-05,4955,STK012,BUY,68,245.29,190804.36,245.29,12.15900912984493
84,2023-01-05,1494,STK012,BUY,498,498.0,13797.95,254.21,9.532347781294016
85,2023-01-05,3498,STK012,BUY,125,125.0,3463.34,139.4,8.150277417290633
86,2023-01-05,4747,STK012,BUY,240,190.23,147397.91,190.23,11.900897863866069
87,2023-01-05,4519,STK013,BUY,353,283.75,153981.42,254.21,11.944593719035336
88,2023-01-05,4747,STK018,BUY,86,182.79,156368.7,182.79,11.959978354309143
89,2023-01-05,2096,STK018,BUY,33,33.0,3442.28,139.4,8.144179784458244
90,2023-01-05,3119,STK018,BUY,235,235.0,24513.22,235.0,10.107008636324412
91,2023-01-05,3938,STK018,BUY,191,168.17,65071.82,168.17,11.083262229493721
92,2023-01-05,1407,STK018,BUY,60,60.0,6258.7,139.4,8.741887539623102
93,2023-01-05,4747,STK019,BUY,306,191.0,184730.93,191.0,12.126661026178505
94,2023-01-06,295,STK006,BUY,113,113.0,14165.31,139.4,9.558621889456878
95,2023-01-06,4629,STK006,SELL,175,289.5,28706.69,254.21,10.264920310107934
96,2023-01-06,4955,STK006,BUY,145,232.75,212516.47,232.75,12.266779475732113
97,2023-01-06,3588,STK006,BUY,23,55.0,8591.5,139.4,9.058645008723989
98,2023-01-06,1185,STK006,BUY,675,467.5,117208.55,254.21,11.671718637446995
99,2023-01-06,2034,STK006,BUY,99,99.0,12410.32,139.4,9.426364238376214
100,2023-01-06,4493,STK006,BUY,62,62.0,7772.12,139.4,8.95842690716586
101,2023-01-06,4716,STK009,SELL,83,83.0,0.0,139.4,0.0
102,2023-01-06,193,STK009,BUY,48,203.17,55703.93,203.17,10.927823931872934
103,2023-01-06,4955,STK010,BUY,180,226.89,239951.65,226.89,12.388196891192901
104,2023-01-06,1513,STK010,BUY,27,123.0,70805.06,139.4,11.167699869239259
105,2023-01-06,4801,STK011,BUY,78,78.0,5252.5,139.4,8.56664980012883
106,2023-01-06,474,STK012,BUY,192,192.0,5238.39,192.0,8.56396035832492
107,2023-01-06,1185,STK012,BUY,84,339.67,119500.35,254.21,11.691082947361021
108,2023-01-06,4747,STK013,SELL,117,186.38,168771.3,186.38,12.036305748152127
109,2023-01-06,1157,STK014,BUY,31,206.5,61699.64,206.5,11.030049582611158
110,2023-01-06,1964,STK016,BUY,74,74.0,5952.81,139.4,8.691786629746424
111,2023-01-06,4747,STK018,BUY,390,198.35,211540.33,198.35,12.262175672089281
112,2023-01-06,474,STK018,BUY,232,212.0,30680.48,212.0,10.331414494213384
113,2023-01-06,4747,STK018,SELL,56,190.44,205399.13,190.44,12.232715209387788
114,2023-01-06,2970,STK019,BUY,107,107.0,9465.59,139.4,9.155524036856844
115,2023-01-06,1243,STK020,BUY,61,61.0,5923.33,139.4,8.686822879440511
116,2023-01-09,2614,STK003,BUY,77,77.0,871.4,139.4,6.771248034327474
117,2023-01-09,4747,STK006,BUY,76,184.42,214310.78,184.42,12.27518714961958
118,2023-01-09,4747,STK006,BUY,310,190.7,254646.39,190.7,12.447635082898357
119,2023-01-09,193,STK006,BUY,86,186.43,67765.94,186.43,11.123829744388301
120,2023-01-09,868,STK006,BUY,222,222.0,28885.5,222.0,10.271129636934555
121,2023-01-09,3165,STK007,BUY,119,119.0,22011.28,139.4,9.99935575843311
122,2023-01-09,2096,STK008,BUY,1190,611.5,187935.04,254.21,12.143856971160636
123,2023-01-09,4747,STK009,BUY,1015,229.95,462735.85,229.95,13.044913812960118
124,2023-01-09,3588,STK010,BUY,373,108.0,67556.17,139.4,11.120729481352846
125,2023-01-09,2982,STK012,BUY,345,345.0,9433.95,254.21,9.152176158371544
126,2023-01-09,4747,STK013,SELL,59,222.18,453464.09,222.18,13.02467356652247
127,2023-01-09,4955,STK013,SELL,343,238.5,189376.73,238.5,12.151498870983447
128,2023-01-09,1513,STK018,BUY,41,109.33,77859.92,139.4,11.262679437174782
129,2023-01-10,4700,STK006,BUY,213,213.0,29660.29,213.0,10.297598107665891
130,2023-01-10,3232,STK006,BUY,214,214.0,29799.54,214.0,10.302281793134686
131,2023-01-10,4679,STK006,BUY,2350,2350.0,327237.95,254.21,12.698445916968288
132,2023-01-10,1157,STK008,BUY,1001,471.33,220894.19,254.21,12.305443614612516
133,2023-01-10,4955,STK012,BUY,16,218.27,198084.84,218.27,12.196455751080908
134,2023-01-10,80,STK012,BUY,214,214.0,5632.27,214.0,8.636445369576306
135,2023-01-10,2426,STK012,BUY,451,451.0,11869.88,254.21,9.381843621334259
136,2023-01-10,3588,STK013,BUY,27,96.43,71403.65,139.4,11.176118272257487
137,2023-01-10,1867,STK013,BUY,14,14.0,2202.33,139.4,7.697725131317174
138,2023-01-10,998,STK013,BUY,240,240.0,37754.3,240.0,10.538881142173379
139,2023-01-10,2871,STK017,BUY,53,53.0,9988.53,139.4,9.209292823488806
140,2023-01-11,4747,STK006,BUY,171,219.96,510801.26,219.96,13.143737827562997
141,2023-01-11,3938,STK006,SELL,51,151.43,58705.94,151.43,10.980313227107162
142,2023-01-11,4747,STK006,SELL,258,221.54,475533.62,221.54,13.072194965888217
143,2023-01-11,193,STK006,SELL,179,185.5,48442.32,185.5,10.788149733716399
144,2023-01-11,193,STK006,BUY,47,170.11,54867.05,170.11,10.912686490875858
145,2023-01-11,4629,STK006,BUY,239,272.67,63973.85,254.21,11.066245316359355
146,2023-01-11,2946,STK006,BUY,333,333.0,45519.86,254.21,10.725925961416122
147,2023-01-11,4528,STK008,BUY,185,185.0,29112.34,185.0,10.27895176736157
148,2023-01-11,4955,STK008,BUY,331,227.67,255981.04,227.67,12.452862564750635
149,2023-01-11,2871,STK012,BUY,8,30.5,10216.52,139.4,9.231859172862501
150,2023-01-11,4955,STK012,BUY,182,224.15,260701.89,224.15,12.471136685399083
151,2023-01-11,193,STK012,BUY,34,156.5,55748.96,156.5,10.928631971833319
152,2023-01-11,1185,STK013,BUY,100,279.75,145683.36,254.21,11.889197642564291
153,2023-01-11,4700,STK013,BUY,225,219.0,64426.68,219.0,11.073298633413607
154,2023-01-11,3516,STK016,BUY,16,16.0,1229.43,139.4,7.11511898076883
155,2023-01-11,563,STK018,BUY,71,71.0,7454.69,139.4,8.91673277824785
156,2023-01-11,193,STK018,BUY,181,158.73,74753.16,158.73,11.221960141878322
157,2023-01-11,4327,STK018,BUY,183,183.0,19214.19,183.0,9.863456391058307
158,2023-01-11,1513,STK018,BUY,66,103.14,88274.08,139.4,11.388213127055026
159,2023-01-12,2920,STK003,BUY,96,96.0,1069.3,139.4,6.97569426199033
160,2023-01-12,845,STK006,BUY,149,93.5,26991.25,139.4,10.203305066746415
161,2023-01-12,4240,STK006,BUY,428,428.0,60548.83,254.21,11.01122194138027
162,2023-01-12,3588,STK006,BUY,479,144.25,140487.07,144.25,11.852877853118763
163,2023-01-12,2426,STK006,BUY,693,572.0,109809.06,254.21,11.606507424989934
164,2023-01-12,4955,STK009,SELL,346,232.86,183343.66,232.86,12.119123048450309
165,2023-01-12,4023,STK009,BUY,62,75.0,28007.22,139.4,10.240253317502253
166,2023-01-12,1865,STK009,BUY,210,210.0,47132.32,210.0,10.760735460891029
167,2023-01-12,1438,STK009,BUY,152,152.0,34114.82,152.0,10.437516485308302
168,2023-01-12,4747,STK009,BUY,217,221.36,519246.35,221.36,13.160135638210651
169,2023-01-12,1006,STK010,BUY,459,459.0,73502.38,254.21,11.205086670538144
170,2023-01-12,3938,STK012,BUY,213,159.12,62103.17,159.12,11.036568415425581
171,2023-01-12,4955,STK012,SELL,266,235.07,176401.18,235.07,12.08052178075511
172,2023-01-12,583,STK012,BUY,2041,2041.0,53269.18,254.21,10.883131978917913
173,2023-01-12,3163,STK012,BUY,127,127.0,3314.64,139.4,8.106405945826046
174,2023-01-12,4747,STK012,BUY,95,216.5,521725.8,216.5,13.16489935821052
175,2023-01-12,3699,STK013,BUY,119,119.0,18450.88,139.4,9.822921541296495
176,2023-01-12,3938,STK017,BUY,258,170.11,110887.94,170.11,11.61628443887912
177,2023-01-12,4747,STK017,BUY,68,211.0,534583.8,211.0,13.189245649809868
178,2023-01-12,3772,STK017,BUY,118,118.0,22312.41,139.4,10.012943122004064
179,2023-01-12,227,STK018,BUY,87,68.0,15707.03,139.4,9.661927325550927
180,2023-01-12,4747,STK018,BUY,224,211.46,557177.01,211.46,13.230640054925958
181,2023-01-12,4081,STK018,BUY,104,104.0,10489.71,139.4,9.25824538260802
182,2023-01-12,4955,STK019,BUY,124,228.12,187097.56,228.12,12.139390815813536
183,2023-01-12,3938,STK020,BUY,45,157.6,115384.95,157.6,11.656037875210675
184,2023-01-13,1356,STK003,BUY,24,24.0,290.99,139.4,5.676719555106512
185,2023-01-13,4023,STK005,BUY,44,64.67,34013.19,139.4,10.43453306947196
186,2023-01-13,3812,STK005,BUY,96,96.0,12534.77,139.4,9.436341436707368
187,2023-01-13,193,STK006,BUY,173,159.92,100245.77,159.92,11.515390125198387
188,2023-01-13,3498,STK006,BUY,516,320.5,77942.82,254.21,11.263743589752208
189,2023-01-13,3588,STK006,BUY,75,136.56,154009.71,139.4,11.94477742443214
190,2023-01-13,4747,STK006,BUY,94,207.41,576182.79,207.41,13.264181968643987
191,2023-01-13,473,STK008,BUY,54,54.0,8447.95,139.4,9.041797452275233
192,2023-01-13,2352,STK009,BUY,189,238.5,84244.77,238.5,11.341493639239026
193,2023-01-13,4747,STK009,BUY,77,203.07,593546.06,203.07,13.293871782222004
194,2023-01-13,3588,STK010,SELL,105,133.4,136962.39,139.4,11.827468942821586
195,2023-01-13,4747,STK012,SELL,40,197.81,592469.83,197.81,13.292056918711975
196,2023-01-13,3339,STK012,BUY,229,248.0,52955.97,248.0,10.877234975983228
197,2023-01-13,4747,STK018,BUY,53,193.28,597879.79,193.28,13.301146665234263
198,2023-01-16,1422,STK006,BUY,257,257.0,36493.92,254.21,10.504928351802223
199,2023-01-16,2871,STK006,BUY,360,140.33,60875.56,140.33,11.01660348633991
200,2023-01-16,3069,STK006,BUY,43,43.0,6105.99,139.4,8.71718929575659
201,2023-01-16,366,STK006,BUY,99,99.0,14057.97,139.4,9.551015905213202
202,2023-01-16,2979,STK006,BUY,291,291.0,41321.91,254.21,10.629172346697638
203,2023-01-16,193,STK006,SELL,327,172.77,52727.93,172.77,10.87291954026477
204,2023-01-16,1816,STK008,BUY,147,122.0,36660.8,139.4,10.509490620024673
205,2023-01-16,4747,STK009,SELL,736,209.73,429185.94,209.73,12.969647860571152
206,2023-01-16,1794,STK009,BUY,94,94.0,20657.69,139.4,9.935891333112464
207,2023-01-16,443,STK009,BUY,452,452.0,99332.71,254.21,11.506240268758551
208,2023-01-16,4955,STK009,SELL,84,219.65,169123.38,219.65,12.0383896995388
209,2023-01-16,4747,STK010,BUY,22,204.21,432652.42,204.21,12.977692270776554
210,2023-01-16,193,STK010,BUY,428,191.0,120166.7,191.0,11.69664354616988
211,2023-01-16,3259,STK012,BUY,94,94.0,2655.68,139.4,7.884832501924134
212,2023-01-16,35,STK012,BUY,248,248.0,7006.46,248.0,8.854730574852834
213,2023-01-16,1157,STK012,BUY,83,374.25,222255.56,254.21,12.311587669251015
214,2023-01-16,4955,STK012,BUY,45,209.94,170394.71,209.94,12.045878717004092
215,2023-01-16,3588,STK012,BUY,241,143.18,141491.4,143.18,11.860001284375633
216,2023-01-16,719,STK012,BUY,147,147.0,4153.03,147.0,8.331834226364721
217,2023-01-16,366,STK013,BUY,287,193.0,60993.59,193.0,11.018540450697799
218,2023-01-16,4955,STK013,BUY,67,202.42,181351.81,202.42,12.108199639490369
219,2023-01-16,4955,STK016,BUY,136,199.1,192237.03,199.1,12.166489622750685
220,2023-01-16,2575,STK018,BUY,72,72.0,7546.97,139.4,8.929033931917743
221,2023-01-16,3322,STK018,BUY,238,238.0,24946.93,238.0,10.124546131805937
222,2023-01-16,2707,STK018,BUY,62,62.0,6498.78,139.4,8.779523609157089
223,2023-01-16,1094,STK020,BUY,18,420.5,118739.77,254.21,11.68469799256025
224,2023-01-16,3595,STK020,BUY,46,46.0,4789.14,139.4,8.474314917535256
225,2023-01-16,998,STK020,BUY,96,168.0,49244.02,168.0,10.804563524736322
226,2023-01-17,3588,STK006,SELL,274,154.08,98249.67,154.08,11.49527734904668
227,2023-01-17,193,STK006,BUY,115,185.93,134046.32,185.93,11.805948150924156
228,2023-01-17,474,STK006,BUY,126,183.33,46854.48,183.33,10.754823249876383
229,2023-01-17,3588,STK006,BUY,383,171.69,149530.74,171.69,11.915263956971097
230,2023-01-17,4747,STK006,SELL,114,201.63,419553.69,201.63,12.94694916587952
231,2023-01-17,4955,STK006,BUY,92,194.0,200365.28,194.0,12.207902370561907
232,2023-01-17,4955,STK006,SELL,576,211.36,123242.84,211.36,11.721920110939884
233,2023-01-17,3788,STK006,BUY,402,402.0,53825.04,254.21,10.89351264392235
234,2023-01-17,3784,STK007,BUY,147,147.0,26243.75,147.0,10.175221248017102
235,2023-01-17,60,STK007,BUY,206,206.0,36776.96,206.0,10.512654031693486
236,2023-01-17,474,STK008,BUY,1212,440.5,238394.81,254.21,12.381687638515524
237,2023-01-17,4697,STK009,BUY,80,80.0,17974.28,139.4,9.796752759658467
238,2023-01-17,366,STK010,BUY,375,253.67,117421.95,253.67,11.67353765279092
239,2023-01-17,1513,STK010,BUY,96,102.25,101349.01,139.4,11.526335250548124
240,2023-01-17,4452,STK010,BUY,124,124.0,18834.36,139.4,9.843491233296284
241,2023-01-17,2536,STK011,BUY,47,47.0,3216.96,139.4,8.07650289739428
242,2023-01-17,4023,STK012,BUY,377,142.75,43223.45,142.75,10.674161586352552
243,2023-01-17,781,STK012,BUY,70,70.0,1891.99,139.4,7.54591286857519
244,2023-01-17,4747,STK013,BUY,36,197.03,425475.22,197.03,12.96096433824228
245,2023-01-17,2074,STK014,BUY,35,35.0,4183.95,139.4,8.339250035420902
246,2023-01-17,1157,STK017,BUY,73,314.0,235412.65,254.21,12.369099458533285
247,2023-01-17,4747,STK018,BUY,132,195.27,439582.43,195.27,12.993582807443593
248,2023-01-17,203,STK018,BUY,57,57.0,6091.75,139.4,8.714854818715756
249,2023-01-17,570,STK018,BUY,309,309.0,33023.7,254.21,10.405011045322015
250,2023-01-17,4955,STK018,BUY,123,207.52,136388.2,207.52,11.823267842371054
251,2023-01-17,4747,STK018,SELL,170,194.61,421414.05,194.61,12.9513734940002
252,2023-01-17,4747,STK018,SELL,26,190.28,418635.36,190.28,12.944757946186963
253,2023-01-17,227,STK020,BUY,451,195.67,62269.45,195.67,11.039242274434251
254,2023-01-17,3938,STK020,SELL,45,147.36,112409.33,147.36,11.629911116133412
255,2023-01-18,182,STK005,BUY,260,380.33,141384.73,254.21,11.859247107974255
256,2023-01-18,4747,STK006,BUY,590,200.28,509957.71,200.28,13.142085040638694
257,2023-01-18,2920,STK006,BUY,159,127.5,23611.21,139.4,10.069519230103852
258,2023-01-18,2650,STK006,BUY,260,308.0,86926.02,254.21,11.372824195029983
259,2023-01-18,3938,STK006,BUY,512,177.75,187332.86,177.75,12.140647651591667
260,2023-01-18,4023,STK007,BUY,242,162.6,87266.34,162.6,11.376731559573658
261,2023-01-18,4747,STK009,BUY,116,198.22,536307.4,198.22,13.192464647723611
262,2023-01-18,4747,STK009,SELL,113,196.19,510639.17,196.19,13.14342045284544
263,2023-01-18,4955,STK009,SELL,39,200.5,130441.95,200.5,11.77869124540956
264,2023-01-18,4747,STK010,BUY,82,193.53,523668.6,193.53,13.16861623008165
265,2023-01-18,4132,STK012,BUY,572,572.0,15342.19,254.21,9.638427006365891
266,2023-01-18,3425,STK012,BUY,733,733.0,19660.53,254.21,9.88641921366395
267,2023-01-18,845,STK012,BUY,141,109.33,30851.68,139.4,10.336978897521485
268,2023-01-18,4747,STK012,BUY,129,192.07,527128.64,192.07,13.175201793476328
269,2023-01-18,4955,STK012,SELL,45,194.28,129234.96,194.28,11.769395159777913
270,2023-01-18,2140,STK012,BUY,514,514.0,13786.51,254.21,9.531518388856146
271,2023-01-18,4955,STK012,BUY,97,190.54,131836.7,190.54,11.789326899602777
272,2023-01-18,4747,STK013,SELL,61,189.16,517056.24,189.16,13.155908863029351
273,2023-01-18,368,STK013,BUY,99,99.0,16347.0,139.4,9.701860844684168
274,2023-01-18,4747,STK013,BUY,36,185.83,523000.61,185.83,13.167339821436203
275,2023-01-18,3938,STK013,BUY,40,167.15,193937.71,167.15,12.175297460294702
276,2023-01-18,3362,STK015,BUY,31,31.0,658.17,139.4,6.490981467850926
277,2023-01-18,4747,STK017,BUY,227,186.7,565077.82,186.7,13.244720504823519
278,2023-01-18,1513,STK018,SELL,94,101.33,96048.75,139.4,11.47262156538228
279,2023-01-18,4385,STK018,BUY,185,185.0,20380.33,185.0,9.922374564706253
280,2023-01-18,3588,STK018,BUY,69,164.36,164090.63,164.36,12.008180270292897
281,2023-01-18,4354,STK018,BUY,368,368.0,40540.33,254.21,10.610077226571944
282,2023-01-18,227,STK019,BUY,221,202.0,83662.62,202.0,11.334559514440164
283,2023-01-18,3938,STK019,BUY,623,199.71,255146.43,199.71,12.44959681393502
284,2023-01-19,1157,STK006,BUY,907,412.83,367545.83,254.21,12.814606018088126
285,2023-01-19,2461,STK006,BUY,81,81.0,11507.83,139.4,9.350869845810653
286,2023-01-19,182,STK008,BUY,911,513.0,287995.89,254.21,12.570704960448667
287,2023-01-19,4747,STK009,SELL,154,186.02,527346.98,186.02,13.175615913224304
288,2023-01-19,4716,STK009,BUY,510,225.33,116108.52,225.33,11.662289162601654
289,2023-01-19,4747,STK010,BUY,33,182.9,532658.6,182.9,13.185637849969016
290,2023-01-19,3960,STK010,BUY,203,203.0,32674.5,203.0,10.394380840594167
291,2023-01-19,4747,STK010,SELL,137,181.98,510607.33,181.98,13.143358097796673
292,2023-01-19,4955,STK012,SELL,97,187.07,128092.64,187.07,11.760516837940344
293,2023-01-19,1157,STK012,BUY,357,404.86,377270.94,254.21,12.840721532659344
294,2023-01-19,3252,STK012,BUY,39,39.0,1062.41,139.4,6.969236004825158
295,2023-01-19,4955,STK012,BUY,312,191.54,136591.89,191.54,11.82476017498381
296,2023-01-19,3588,STK012,SELL,31,155.47,164160.49,155.47,12.008605917434071
297,2023-01-19,4747,STK013,BUY,194,182.22,542903.86,182.22,13.204689371778322
298,2023-01-19,871,STK013,BUY,795,795.0,132349.17,254.21,11.79320649212741
299,2023-01-19,3275,STK013,BUY,30,30.0,4994.31,139.4,8.516254751218947
300,2023-01-19,3588,STK018,SELL,25,147.31,161540.12,147.31,11.992515002239555
301,2023-01-19,193,STK018,SELL,161,184.38,122081.83,184.38,11.712455027769911
302,2023-01-19,4955,STK019,SELL,124,189.21,124568.43,189.21,11.732618510129122
303,2023-01-19,3902,STK020,BUY,81,81.0,8171.3,139.4,9.00850566598322
304,2023-01-20,227,STK006,BUY,170,195.6,103088.45,195.6,11.54335233693215
305,2023-01-20,4300,STK006,BUY,349,349.0,47198.93,254.21,10.762147688521699
306,2023-01-20,2995,STK006,BUY,420,420.0,56801.01,254.21,10.94732699140707
307,2023-01-20,1494,STK006,BUY,437,467.5,73040.56,254.21,11.19878387320068
308,2023-01-20,1470,STK006,BUY,102,102.0,13794.53,139.4,9.532099905630657
309,2023-01-20,3853,STK007,BUY,45,45.0,8228.53,139.4,9.015484183899435
310,2023-01-20,4955,STK008,SELL,67,185.13,113725.05,185.13,11.641547765194
311,2023-01-20,4914,STK008,BUY,38,38.0,5856.32,139.4,8.675447440076233
312,2023-01-20,182,STK009,BUY,474,505.2,387843.89,254.21,12.868360770635627
313,2023-01-20,4747,STK009,BUY,75,180.15,549984.56,180.15,13.217647302318543
314,2023-01-20,193,STK010,SELL,19,174.65,118262.3,174.65,11.68066877360244
315,2023-01-20,1090,STK010,BUY,416,416.0,67901.1,254.21,11.125822240903583
316,2023-01-20,2466,STK011,BUY,341,341.0,23588.97,254.21,10.068576900675605
317,2023-01-20,845,STK012,BUY,122,112.5,33369.28,139.4,10.41542096248037
318,2023-01-20,3938,STK012,BUY,137,195.53,251282.1,195.53,12.434335470971833
319,2023-01-20,4747,STK012,BUY,72,178.11,552000.05,178.11,13.221305227431337
320,2023-01-20,4697,STK013,BUY,336,208.0,73393.64,208.0,11.203606187413026
321,2023-01-20,2102,STK013,BUY,174,174.0,28780.55,174.0,10.267489835836162
322,2023-01-20,193,STK013,BUY,20,166.06,121570.41,166.06,11.70825710573873
323,2023-01-20,4747,STK013,BUY,4,174.89,552661.67,174.89,13.222503094378776
