transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry
5360,2024-01-12,3294,STK018,SELL,46,139.4,5.353304848220334,9720.051975457018,Retail,Friday,False,False,Mid,Technology,Software
3858,2023-10-06,4,STK008,BUY,417,243.6,4.841495611065389,52816.65380122716,Retail,Friday,False,False,High,Energy,Oil & Gas
5862,2024-02-14,4747,STK008,BUY,533,200.75,4.889075392448732,70798.76362563526,Retail,Wednesday,False,False,High,Energy,Oil & Gas
3146,2023-08-17,4955,STK006,BUY,71,203.03,4.855313247838223,9117.884786647805,Retail,Thursday,False,False,High,Energy,Oil & Gas
3306,2023-08-29,3588,STK006,SELL,63,179.3,4.741924861506624,7223.245079444851,Retail,Tuesday,False,True,High,Energy,Oil & Gas
3007,2023-08-07,2527,STK019,BUY,372,254.21,3.922216271377138,18790.564333106064,Retail,Monday,False,False,Mid,Energy,Oil & Gas
9002,2024-09-30,4955,STK009,SELL,33,206.12,6.115287427937875,14939.96310896569,Retail,Monday,False,False,High,Technology,Hardware
7771,2024-07-02,3075,STK012,BUY,472,254.21,2.237369610936127,4422.005461634548,Retail,Tuesday,False,False,High,Technology,Hardware
7439,2024-06-06,1185,STK020,BUY,83,254.21,3.910305808439399,4142.87974768428,Institutional,Thursday,False,False,Mid,Energy,Oil & Gas
7943,2024-07-15,193,STK006,SELL,75,251.89,3.8484853733867896,3519.1455122561474,Retail,Monday,False,False,High,Energy,Oil & Gas
9239,2024-10-15,3676,STK007,BUY,124,187.5,4.905764175039076,16748.194504112504,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas
1057,2023-03-16,1956,STK009,BUY,62,139.4,5.7356818499573805,19202.893216107765,Retail,Thursday,False,False,High,Technology,Hardware
3155,2023-08-17,3162,STK009,BUY,430,254.21,5.887073227958219,154950.10434800322,Retail,Thursday,False,False,High,Technology,Hardware
3788,2023-10-02,4747,STK012,SELL,54,204.55,2.4891945244098,650.7845082998638,Retail,Monday,False,False,High,Technology,Hardware
9190,2024-10-10,193,STK018,BUY,230,246.64,4.949727656139779,32461.399835040986,Retail,Thursday,False,False,Mid,Technology,Software
7826,2024-07-05,3588,STK006,SELL,281,184.5,3.836021852376978,13021.752687403516,Retail,Friday,False,False,High,Energy,Oil & Gas
7540,2024-06-14,3588,STK011,BUY,68,184.53,4.337671735850564,5203.982313685858,Retail,Friday,False,False,Mid,Finance,Asset Management
7232,2024-05-24,4747,STK006,SELL,69,202.47,3.8756887213019233,3326.896697856889,Retail,Friday,False,False,High,Energy,Oil & Gas
765,2023-02-23,3588,STK007,SELL,43,183.29,4.94612086807867,6047.020701934009,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
5020,2023-12-22,4906,STK008,BUY,62,139.4,5.075155957410516,9919.8228519745,Retail,Friday,False,False,High,Energy,Oil & Gas
4904,2023-12-15,1513,STK012,BUY,58,182.31,2.56785613451372,756.1948983920296,Retail,Friday,False,False,High,Technology,Hardware
8094,2024-07-25,4747,STK006,SELL,72,201.24,3.755827008850019,3079.409472465315,Retail,Thursday,False,False,High,Energy,Oil & Gas
6844,2024-04-25,4747,STK013,BUY,1322,203.46,4.8458667164283336,168176.23675444268,Retail,Thursday,False,False,Mid,Energy,Utilities
2166,2023-06-06,4747,STK012,SELL,37,196.36,3.050071816104968,781.3238532550503,Retail,Tuesday,False,False,High,Technology,Hardware
1863,2023-05-16,4955,STK006,BUY,140,215.48,4.820316898523833,17360.61339030668,Retail,Tuesday,False,False,High,Energy,Oil & Gas
7851,2024-07-08,193,STK018,BUY,99,253.99,4.676978222015269,10637.045780663617,Retail,Monday,False,False,Mid,Technology,Software
9124,2024-10-07,4955,STK018,BUY,116,205.25,4.991177749148075,17064.711244104168,Retail,Monday,False,False,Mid,Technology,Software
2341,2023-06-19,4747,STK006,BUY,100,193.8,4.842700052957136,12681.128709129847,Retail,Monday,False,False,High,Energy,Oil & Gas
5528,2024-01-23,4955,STK012,BUY,60,208.68,2.477345079020159,714.5762011099038,Retail,Tuesday,False,False,High,Technology,Hardware
6744,2024-04-18,3588,STK012,BUY,319,186.58,2.4739927305249862,3786.4486734162906,Retail,Thursday,False,False,High,Technology,Hardware
4004,2023-10-18,4309,STK018,BUY,51,139.4,5.236714905729601,9590.617333696931,Institutional,Wednesday,False,False,Mid,Technology,Software
1124,2023-03-21,4519,STK011,BUY,429,254.21,4.303433964881263,31725.97052151144,Institutional,Tuesday,False,False,Mid,Finance,Asset Management
8710,2024-09-10,4023,STK012,SELL,30,175.39,1.93573159762944,207.873345691289,Retail,Tuesday,False,False,High,Technology,Hardware
4050,2023-10-20,3973,STK020,BUY,311,254.21,4.003171611127298,17033.964187849837,Retail,Friday,False,False,Mid,Energy,Oil & Gas
7641,2024-06-21,193,STK009,BUY,341,254.2,6.386379032377428,202452.69021409305,Retail,Friday,False,False,High,Technology,Hardware
766,2023-02-23,3588,STK007,SELL,79,181.29,4.94612086807867,11109.642684948529,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
2345,2023-06-19,1511,STK006,BUY,305,254.21,4.842700052957136,38677.44256284604,Retail,Monday,False,False,High,Energy,Oil & Gas
4072,2023-10-24,4747,STK012,BUY,390,203.73,2.4644751212182427,4585.350654269615,Retail,Tuesday,False,False,High,Technology,Hardware
7217,2024-05-23,4747,STK009,BUY,81,202.69,6.271345892242084,42864.31955788918,Retail,Thursday,False,False,High,Technology,Hardware
4217,2023-11-02,4747,STK006,BUY,146,202.64,4.498602934108783,13124.153049517345,Retail,Thursday,False,False,High,Energy,Oil & Gas
7953,2024-07-15,1180,STK012,SELL,51,254.21,2.26538684589185,491.3774052246727,Retail,Monday,False,False,High,Technology,Hardware
5971,2024-02-22,1621,STK013,BUY,374,254.21,4.829106964849759,46787.09809951567,Retail,Thursday,False,False,Mid,Energy,Utilities
3351,2023-08-31,1513,STK009,BUY,219,196.04,5.806745520692774,72825.1943469997,Retail,Thursday,False,False,High,Technology,Hardware
4696,2023-12-04,2920,STK012,BUY,63,173.91,2.57055457873169,823.6035661706738,Retail,Monday,False,False,High,Technology,Hardware
3400,2023-09-04,4747,STK017,BUY,88,197.11,4.84457233290322,11180.306343713712,Retail,Monday,False,False,Mid,Healthcare,Pharmaceuticals
4082,2023-10-24,3588,STK013,BUY,165,178.97,4.873774627903467,21584.27030581949,Retail,Tuesday,False,False,Mid,Energy,Utilities
9150,2024-10-08,637,STK018,SELL,376,182.03,4.976780070984502,54522.52589181533,Retail,Tuesday,False,False,Mid,Technology,Software
1225,2023-03-29,4519,STK008,BUY,266,248.75,4.763740814842575,31170.80266473093,Institutional,Wednesday,False,False,High,Energy,Oil & Gas
6293,2024-03-15,4747,STK020,SELL,22,201.14,3.931426606854364,1121.5523822853663,Retail,Friday,False,False,Mid,Energy,Oil & Gas
3123,2023-08-15,4747,STK019,SELL,19,189.66,3.886424564660369,925.9901003541808,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas
511,2023-02-02,1675,STK012,BUY,74,139.4,3.215238865918015,1843.2838465325303,Retail,Thursday,False,False,High,Technology,Hardware
5795,2024-02-08,1363,STK013,SELL,113,139.4,4.858551316781887,14558.628712685322,Institutional,Thursday,False,False,Mid,Energy,Utilities
8182,2024-08-01,3938,STK019,SELL,56,207.28,3.571976654494016,1992.864530461948,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
9418,2024-10-25,3588,STK011,SELL,190,179.98,4.304730300510982,14069.355926204014,Retail,Friday,False,False,Mid,Finance,Asset Management
97,2023-01-06,3588,STK006,BUY,23,139.4,4.831163562194552,2883.2049323223764,Retail,Friday,False,False,High,Energy,Oil & Gas
6682,2024-04-12,3588,STK010,BUY,334,184.24,5.683995921729968,98236.87320079794,Retail,Friday,False,False,High,Consumer,Retail
1513,2023-04-18,4666,STK010,SELL,36,139.4,4.920441149458415,4934.270345337806,Retail,Tuesday,False,False,High,Consumer,Retail
8792,2024-09-16,4747,STK006,BUY,101,202.22,3.8219839226729007,4615.172108452977,Retail,Monday,False,False,High,Energy,Oil & Gas
120,2023-01-09,868,STK006,BUY,222,222.0,4.868417750220656,28885.50329308825,Retail,Monday,False,False,High,Energy,Oil & Gas
7792,2024-07-03,193,STK013,BUY,688,254.21,4.709558919253607,76370.19316323056,Retail,Wednesday,False,False,Mid,Energy,Utilities
6518,2024-04-02,1731,STK011,BUY,18,164.6,4.347848000620633,1391.6143547606443,Retail,Tuesday,False,False,Mid,Finance,Asset Management
34,2023-01-03,4955,STK013,BUY,343,254.21,5.062358523685186,54181.18412832794,Retail,Tuesday,False,False,Mid,Energy,Utilities
7888,2024-07-10,3588,STK012,SELL,74,186.31,2.256588815548292,706.7336828707041,Retail,Wednesday,False,False,High,Technology,Hardware
6831,2024-04-24,4747,STK009,BUY,398,202.47,5.972338208262737,156184.0211136631,Retail,Wednesday,False,False,High,Technology,Hardware
5422,2024-01-17,1166,STK006,SELL,125,178.67,4.959867264028116,17821.858728377378,Retail,Wednesday,False,False,High,Energy,Oil & Gas
1069,2023-03-17,4955,STK006,SELL,160,218.64,4.996666489545091,23667.07935595605,Retail,Friday,False,False,High,Energy,Oil & Gas
1348,2023-04-06,4023,STK018,BUY,136,252.33,5.054760767399583,21320.31500225386,Retail,Thursday,False,False,Mid,Technology,Software
4748,2023-12-06,182,STK018,BUY,30,254.21,5.399119096984198,6636.3439351143625,Retail,Wednesday,False,False,Mid,Technology,Software
6006,2024-02-26,1687,STK012,SELL,168,139.4,2.354393633231373,1769.3324590186226,Retail,Monday,False,False,High,Technology,Hardware
6040,2024-02-28,167,STK013,BUY,92,139.4,4.825484682987264,11467.5118524125,Retail,Wednesday,False,False,Mid,Energy,Utilities
3818,2023-10-04,182,STK006,BUY,146,254.21,4.74743905480232,16832.14409891806,Retail,Wednesday,False,False,High,Energy,Oil & Gas
8447,2024-08-21,1627,STK009,BUY,62,139.4,6.084724442389216,27224.125537056505,Institutional,Wednesday,False,False,High,Technology,Hardware
5270,2024-01-08,3588,STK006,BUY,234,177.41,4.837167888294677,29510.133849264814,Retail,Monday,False,False,High,Energy,Oil & Gas
6898,2024-04-30,845,STK012,BUY,35,182.89,2.416511454386282,392.23435905383576,Retail,Tuesday,False,False,High,Technology,Hardware
5310,2024-01-10,1094,STK006,BUY,96,191.79,4.844030236815219,12190.087839112806,Retail,Wednesday,False,False,High,Energy,Oil & Gas
32,2023-01-03,3792,STK012,BUY,266,254.21,3.4018416816450947,7985.143170558286,Institutional,Tuesday,False,False,High,Technology,Hardware
5675,2024-01-31,2372,STK012,BUY,138,206.44,2.5629231742449825,1790.3687073839096,Retail,Wednesday,False,False,High,Technology,Hardware
4387,2023-11-14,1157,STK006,SELL,160,186.5,4.3945223995821525,12960.949288794747,Retail,Tuesday,False,False,High,Energy,Oil & Gas
30,2023-01-03,2650,STK006,BUY,356,254.21,4.875818800056916,46664.99220270376,Retail,Tuesday,False,False,High,Energy,Oil & Gas
4203,2023-11-01,3938,STK007,BUY,112,204.44,4.961383202069827,15992.610861044008,Retail,Wednesday,False,False,Mid,Energy,Oil & Gas
7508,2024-06-12,1200,STK008,BUY,191,152.0,4.976638276049899,27692.356185063865,Retail,Wednesday,False,False,High,Energy,Oil & Gas
736,2023-02-21,4747,STK012,BUY,61,145.39,3.250172994788572,1573.4829157495,Retail,Tuesday,False,False,High,Technology,Hardware
2068,2023-05-30,4747,STK018,BUY,104,198.74,5.223097835162086,19292.82866928363,Retail,Tuesday,False,False,Mid,Technology,Software
107,2023-01-06,1185,STK012,BUY,84,254.21,3.3062747578470084,2291.7971185170286,Institutional,Friday,False,False,High,Technology,Hardware
9645,2024-11-14,1513,STK006,BUY,49,195.86,4.033745950088396,2767.130794787477,Retail,Thursday,False,False,High,Energy,Oil & Gas
8895,2024-09-23,4519,STK006,SELL,83,213.65,3.795455467140365,3693.375449775493,Institutional,Monday,False,False,High,Energy,Oil & Gas
8021,2024-07-19,4955,STK012,BUY,197,205.93,2.205885246575334,1788.4220528131996,Retail,Friday,False,False,High,Technology,Hardware
2233,2023-06-09,3338,STK019,BUY,299,254.21,4.000906159039434,16339.646471847986,Retail,Friday,False,False,Mid,Energy,Oil & Gas
994,2023-03-13,4955,STK007,BUY,416,221.64,5.0549358980114,65226.50334058757,Retail,Monday,False,False,Mid,Energy,Oil & Gas
9413,2024-10-25,3938,STK009,BUY,34,212.04,6.102982024401919,15204.43664856154,Retail,Friday,False,False,High,Technology,Hardware
7059,2024-05-10,4476,STK013,BUY,601,254.21,4.8866989789614665,79641.76446911476,Retail,Friday,False,False,Mid,Energy,Utilities
6790,2024-04-22,653,STK010,SELL,33,193.56,5.743660427492431,10302.769164013578,Retail,Monday,False,False,High,Consumer,Retail
361,2023-01-24,4980,STK009,BUY,90,139.4,5.347219591135142,18902.118060567183,Retail,Tuesday,False,False,High,Technology,Hardware
305,2023-01-20,4300,STK006,BUY,349,254.21,4.9070546751826765,47198.93451032708,Retail,Friday,False,False,High,Energy,Oil & Gas
2628,2023-07-11,1513,STK009,SELL,83,205.96,5.851562898404713,28865.532238163567,Retail,Tuesday,False,False,High,Technology,Hardware
8966,2024-09-26,3588,STK012,SELL,82,181.59,2.1077889893129926,674.8620074577478,Retail,Thursday,False,False,High,Technology,Hardware
4514,2023-11-22,324,STK012,SELL,30,139.4,2.556584852606381,386.7514483100525,Retail,Wednesday,False,False,High,Technology,Hardware
5911,2024-02-19,4955,STK006,SELL,27,209.97,4.61040396900606,2714.1682586021784,Retail,Monday,False,False,High,Energy,Oil & Gas
8314,2024-08-12,4023,STK006,SELL,25,175.14,3.7323854408889807,1044.4662472777725,Retail,Monday,False,False,High,Energy,Oil & Gas
3101,2023-08-15,2426,STK005,BUY,167,184.19,4.175835887076985,10870.736134569146,Retail,Tuesday,False,False,Low,Energy,Renewables
5704,2024-02-01,578,STK020,BUY,221,254.21,3.957183021038913,11560.457557673311,Retail,Thursday,False,False,Mid,Energy,Oil & Gas
3899,2023-10-10,1157,STK015,BUY,37,170.92,2.933848516800229,695.594189652652,Retail,Tuesday,False,False,Low,Energy,Utilities
5441,2024-01-17,3777,STK018,BUY,26,139.4,5.248301939675956,4946.316700620116,Retail,Wednesday,False,False,Mid,Technology,Software
7931,2024-07-12,4747,STK012,SELL,232,202.45,2.280922504202587,2270.2832351117318,Retail,Friday,False,False,High,Technology,Hardware
622,2023-02-10,417,STK013,BUY,1128,254.21,5.080244720154627,181397.5212856069,Institutional,Friday,False,False,Mid,Energy,Utilities
7236,2024-05-24,193,STK006,BUY,232,254.21,3.8756887213019233,11186.087447866645,Retail,Friday,False,False,High,Energy,Oil & Gas
2499,2023-06-30,193,STK016,SELL,9,212.78,4.115186321546497,551.3726513998183,Retail,Friday,False,False,Low,Energy,Renewables
714,2023-02-20,4747,STK012,BUY,144,147.24,3.253942909476829,3728.481066982263,Retail,Monday,False,False,High,Technology,Hardware
8404,2024-08-19,243,STK012,BUY,80,139.4,2.126731159104942,670.9923887607602,Retail,Monday,False,False,High,Technology,Hardware
2856,2023-07-27,4023,STK008,SELL,58,221.0,4.825799625912348,7231.795585973969,Retail,Thursday,False,False,High,Energy,Oil & Gas
4270,2023-11-06,4522,STK019,BUY,72,139.4,3.495742627100268,2374.183210896678,Retail,Monday,False,False,Mid,Energy,Oil & Gas
2909,2023-07-31,1797,STK018,BUY,70,156.4,5.22588266205816,13021.770688645136,Retail,Monday,False,False,Mid,Technology,Software
8081,2024-07-24,4628,STK012,BUY,286,254.21,2.16216755435993,2485.326616685496,Retail,Wednesday,False,False,High,Technology,Hardware
4517,2023-11-22,2931,STK013,BUY,68,139.4,4.856624061325269,8744.076393557603,Retail,Wednesday,False,False,Mid,Energy,Utilities
1262,2023-03-31,193,STK010,BUY,383,184.6,5.093896404187886,62438.127998136006,Retail,Friday,False,False,High,Consumer,Retail
3161,2023-08-17,4700,STK013,BUY,26,152.14,4.927060157450644,3587.3056897751585,Institutional,Thursday,False,False,Mid,Energy,Utilities
971,2023-03-09,2461,STK013,BUY,103,139.4,5.085578372863661,16652.362231206178,Retail,Thursday,False,False,Mid,Energy,Utilities
