date,stock_ticker,stock_price
2023-01-17,STK019,95.28526325936905
2023-01-17,STK020,102.90631897329736
2023-01-18,STK001,147.5982943001914
2023-01-18,STK002,138.9358498804013
2023-01-18,STK003,12.230595303122062
2023-01-18,STK004,45.91589286151382
2023-01-18,STK005,126.45729034056878
2023-01-18,STK006,141.11366936868956
2023-01-18,STK007,179.85152075438327
2023-01-18,STK008,159.04855072238573
2023-01-18,STK009,227.1525160933904
2023-01-18,STK010,158.8955053720495
2023-01-18,STK011,67.94616777714735
2023-01-18,STK012,26.822002401239
2023-01-18,STK013,165.12123830924537
2023-01-18,STK014,125.71453353298853
2023-01-18,STK015,21.23134244615341
2023-01-18,STK016,82.29867229113326
2023-01-18,STK017,185.36217158716104
2023-01-18,STK018,110.16393911267272
2023-01-18,STK019,98.2483502341152
2023-01-18,STK020,100.77804772925948
2023-01-19,STK001,150.50472545460872
2023-01-19,STK002,140.30061838582844
2023-01-19,STK003,12.409681905458966
2023-01-19,STK004,44.13396352557033
2023-01-19,STK005,147.79914456999313
2023-01-19,STK006,142.07195574117517
2023-01-19,STK007,182.6089730784019
2023-01-19,STK008,157.45459906963129
2023-01-19,STK009,227.1525160933904
2023-01-19,STK010,160.958139097077
2023-01-19,STK011,68.18908937748456
2023-01-19,STK012,27.24120889765287
2023-01-19,STK013,166.47693920126088
2023-01-19,STK014,128.6975000233168
2023-01-19,STK015,21.374910233616365
2023-01-19,STK016,80.39020016548925
2023-01-19,STK017,182.7103896831604
2023-01-19,STK018,104.8147638325922
2023-01-19,STK019,96.96339102671828
2023-01-19,STK020,100.88029362969066
2023-01-20,STK001,146.39549686730012
2023-01-20,STK002,139.64097171218927
2023-01-20,STK003,12.478028088992222
2023-01-20,STK004,39.9468399920063
2023-01-20,STK005,145.56429490299325
2023-01-20,STK006,135.24050002959046
2023-01-20,STK007,182.85620870891896
2023-01-20,STK008,154.1135914422309
2023-01-20,STK009,222.71764410264737
2023-01-20,STK010,163.22378988163678
2023-01-20,STK011,69.17586539811947
2023-01-20,STK012,27.992893964351587
2023-01-20,STK013,165.4054547011188
2023-01-20,STK014,138.171972583856
2023-01-20,STK015,21.3472378366942
2023-01-20,STK016,79.75432200834382
2023-01-20,STK017,186.75463011939115
2023-01-20,STK018,105.6605451825697
2023-01-20,STK019,93.30123558942498
2023-01-20,STK020,96.80429558269238
2023-01-23,STK001,150.49518049327904
2023-01-23,STK002,138.05466090362896
2023-01-23,STK003,12.3967537739695
2023-01-23,STK004,40.03652348689581
2023-01-23,STK005,148.58951643495843
2023-01-23,STK006,136.0285466968156
2023-01-23,STK007,179.7056123305212
2023-01-23,STK008,152.93560764889492
2023-01-23,STK009,218.4874474633621
2023-01-23,STK010,162.068549892027
2023-01-23,STK011,69.5746676417712
2023-01-23,STK012,27.21758737681472
2023-01-23,STK013,164.22697337424242
2023-01-23,STK014,134.2571657629701
2023-01-23,STK015,21.563141591329785
2023-01-23,STK016,78.34732685556872
2023-01-23,STK017,192.4899322364215
2023-01-23,STK018,106.26955941559034
2023-01-23,STK019,87.49132500986558
2023-01-23,STK020,93.55521669618156
2023-01-24,STK001,160.09155348872716
2023-01-24,STK002,137.43670113452097
2023-01-24,STK003,12.450123447670856
2023-01-24,STK004,39.35452942675287
2023-01-24,STK005,158.62278784371182
2023-01-24,STK006,140.38119148746907
2023-01-24,STK007,186.86864987111045
2023-01-24,STK008,151.67166822360588
2023-01-24,STK009,210.02353400630204
2023-01-24,STK010,164.29728379871503
2023-01-24,STK011,68.59917931172392
2023-01-24,STK012,27.594804913833148
2023-01-24,STK013,166.4977480633515
2023-01-24,STK014,131.16933286172466
2023-01-24,STK015,21.53937830801437
2023-01-24,STK016,80.21993964702159
2023-01-24,STK017,192.24929310024228
2023-01-24,STK018,106.8958640099287
2023-01-24,STK019,80.03008891819259
2023-01-24,STK020,94.62893211173493
2023-01-25,STK001,169.31713233846634
2023-01-25,STK002,134.8704117411562
2023-01-25,STK003,12.737444691529095
2023-01-25,STK004,41.77706528706446
2023-01-25,STK005,151.13139910260023
2023-01-25,STK006,146.90643180640976
2023-01-25,STK007,186.44479049771863
2023-01-25,STK008,148.7228116935093
2023-01-25,STK009,210.71084830118244
2023-01-25,STK010,167.68762565066024
2023-01-25,STK011,69.11564846727605
2023-01-25,STK012,27.9521157192192
2023-01-25,STK013,169.44617634652982
2023-01-25,STK014,131.16966395266297
2023-01-25,STK015,21.461446763273013
2023-01-25,STK016,85.03609290748129
2023-01-25,STK017,193.57107126619465
2023-01-25,STK018,107.15382478722634
2023-01-25,STK019,76.61665148413636
2023-01-25,STK020,92.29441131572857
2023-01-26,STK001,163.7614771530779
2023-01-26,STK002,135.86116476925827
2023-01-26,STK003,12.59700730655095
2023-01-26,STK004,41.41680789064093
2023-01-26,STK005,160.49951100743394
2023-01-26,STK006,137.4857327876516
2023-01-26,STK007,176.18578141571976
2023-01-26,STK008,148.38304322347818
2023-01-26,STK009,219.00486007572545
2023-01-26,STK010,170.00580043528342
2023-01-26,STK011,69.28418185656314
2023-01-26,STK012,28.197736886280445
2023-01-26,STK013,167.20522508380478
2023-01-26,STK014,124.97564972621504
2023-01-26,STK015,21.334284683464137
2023-01-26,STK016,87.51744093687844
2023-01-26,STK017,184.91603832781627
2023-01-26,STK018,102.65677950468148
2023-01-26,STK019,74.81736405300069
2023-01-26,STK020,91.0808414071822
2023-01-27,STK001,163.7753781093015
2023-01-27,STK002,135.861729524405
2023-01-27,STK003,12.54190442915625
2023-01-27,STK004,44.75689419273889
2023-01-27,STK005,159.6061226454183
2023-01-27,STK006,138.7917995900418
2023-01-27,STK007,178.80388298636706
2023-01-27,STK008,147.18184958288012
2023-01-27,STK009,232.72566137599807
2023-01-27,STK010,175.1321153437805
2023-01-27,STK011,69.01732871890322
2023-01-27,STK012,27.96798755858603
2023-01-27,STK013,168.08293275324206
2023-01-27,STK014,123.66948062908033
2023-01-27,STK015,21.51452063707687
2023-01-27,STK016,87.21793131270529
2023-01-27,STK017,190.1076327788804
2023-01-27,STK018,104.08693031466495
2023-01-27,STK019,74.81736405300069
2023-01-27,STK020,90.00458947658197
2023-01-30,STK001,161.24257943652242
2023-01-30,STK002,135.13037022497184
2023-01-30,STK003,12.469835480929596
2023-01-30,STK004,43.79278523291528
2023-01-30,STK005,155.10887465220108
2023-01-30,STK006,137.85720419371043
2023-01-30,STK007,178.1514778184553
2023-01-30,STK008,143.56858233330664
2023-01-30,STK009,232.72566137599807
2023-01-30,STK010,177.66500530353022
2023-01-30,STK011,68.55719090975326
2023-01-30,STK012,28.204513231263
2023-01-30,STK013,168.19851438984458
2023-01-30,STK014,122.59454005355786
2023-01-30,STK015,21.289845520810715
2023-01-30,STK016,78.32199515037432
2023-01-30,STK017,189.73793948203613
2023-01-30,STK018,109.00592255415908
2023-01-30,STK019,73.44152340527069
2023-01-30,STK020,88.01166250903218
2023-01-31,STK001,152.45740019796162
2023-01-31,STK002,132.70425213359988
2023-01-31,STK003,12.523485852565978
2023-01-31,STK004,41.869015997232246
2023-01-31,STK005,149.99065400268066
2023-01-31,STK006,142.88962888498384
2023-01-31,STK007,179.52350143807493
2023-01-31,STK008,141.1101209348343
2023-01-31,STK009,254.0535096337407
2023-01-31,STK010,181.6690978279477
2023-01-31,STK011,70.48772480728171
2023-01-31,STK012,27.063391627607302
2023-01-31,STK013,165.76471973046563
2023-01-31,STK014,124.05804189488562
2023-01-31,STK015,20.99281905385776
2023-01-31,STK016,79.7992976807592
2023-01-31,STK017,187.1901174960824
2023-01-31,STK018,107.04854329771304
2023-01-31,STK019,75.16868019997585
2023-01-31,STK020,88.01166250903218
2023-02-01,STK001,160.95913361775865
2023-02-01,STK002,134.20749000579582
2023-02-01,STK003,12.370165387542343
2023-02-01,STK004,43.78272843946651
2023-02-01,STK005,151.3617136836871
2023-02-01,STK006,144.08560165194783
2023-02-01,STK007,178.47956530684652
2023-02-01,STK008,139.1146787743458
2023-02-01,STK009,254.23360526351345
2023-02-01,STK010,183.5031783968656
2023-02-01,STK011,70.93902394714546
2023-02-01,STK012,25.61944766463996
2023-02-01,STK013,166.34506375341977
2023-02-01,STK014,124.58107779989209
2023-02-01,STK015,20.28909593512928
2023-02-01,STK016,81.4686262423352
2023-02-01,STK017,184.4909951292761
2023-02-01,STK018,110.95386131389655
2023-02-01,STK019,72.41211865039743
2023-02-01,STK020,88.01166250903218
2023-02-02,STK001,161.62253228261534
2023-02-02,STK002,131.0499028230736
2023-02-02,STK003,12.29376280955737
2023-02-02,STK004,44.84392252817331
2023-02-02,STK005,172.21751913173247
2023-02-02,STK006,135.17732682089374
2023-02-02,STK007,176.45869614912456
2023-02-02,STK008,139.2542422773185
2023-02-02,STK009,255.5905264462001
2023-02-02,STK010,181.3446848475972
2023-02-02,STK011,71.57114988509278
2023-02-02,STK012,24.90924116935852
2023-02-02,STK013,164.8891070128571
2023-02-02,STK014,130.0488318976283
2023-02-02,STK015,20.501333887736617
2023-02-02,STK016,80.28694814143897
2023-02-02,STK017,176.8705705684136
2023-02-02,STK018,119.15168973470844
2023-02-02,STK019,70.64551795980876
2023-02-02,STK020,85.39616328643487
2023-02-03,STK001,174.52491780399342
2023-02-03,STK002,135.3673357680501
2023-02-03,STK003,12.327952768831706
2023-02-03,STK004,44.84392252817331
2023-02-03,STK005,183.4524906391096
2023-02-03,STK006,138.77058208482555
2023-02-03,STK007,172.48118112811784
2023-02-03,STK008,137.87015223806924
2023-02-03,STK009,267.7205277374235
2023-02-03,STK010,184.84065998559453
2023-02-03,STK011,71.55005080129358
2023-02-03,STK012,24.502905042338124
2023-02-03,STK013,164.78419773081768
2023-02-03,STK014,123.43285557251896
2023-02-03,STK015,19.890825122869384
2023-02-03,STK016,78.50064274684803
2023-02-03,STK017,184.52063673137005
2023-02-03,STK018,120.7908223331397
2023-02-03,STK019,70.64551795980876
2023-02-03,STK020,83.2011786177277
2023-02-06,STK001,174.52491780399342
2023-02-06,STK002,139.64550854163193
2023-02-06,STK003,12.4637537357513
2023-02-06,STK004,44.84392252817331
2023-02-06,STK005,184.3156283287472
2023-02-06,STK006,137.90864082394378
2023-02-06,STK007,171.73323249806907
2023-02-06,STK008,138.38719756554357
2023-02-06,STK009,283.1566111166451
2023-02-06,STK010,187.4221544996012
2023-02-06,STK011,72.20788792731918
2023-02-06,STK012,24.832916053942164
2023-02-06,STK013,161.0668568275122
2023-02-06,STK014,119.79151828595208
2023-02-06,STK015,19.68814253642624
2023-02-06,STK016,80.74694512830334
2023-02-06,STK017,184.7578888471085
2023-02-06,STK018,122.02633916543094
2023-02-06,STK019,71.81850561081251
2023-02-06,STK020,83.84079532378777
2023-02-07,STK001,174.15389690565982
2023-02-07,STK002,145.08704418112058
2023-02-07,STK003,12.688899047412564
2023-02-07,STK004,44.00757431349855
2023-02-07,STK005,178.001514759661
2023-02-07,STK006,137.58882249843194
2023-02-07,STK007,170.13882790075286
2023-02-07,STK008,139.25660205724333
2023-02-07,STK009,283.1566111166451
2023-02-07,STK010,187.85710166882407
2023-02-07,STK011,70.8033799560764
2023-02-07,STK012,24.81797738319386
2023-02-07,STK013,161.84623757554886
2023-02-07,STK014,120.1984195181869
2023-02-07,STK015,19.25250809259706
2023-02-07,STK016,80.10289113389953
2023-02-07,STK017,184.347042339306
2023-02-07,STK018,119.79607741045974
2023-02-07,STK019,69.23189452185795
2023-02-07,STK020,83.49200069706187
2023-02-08,STK001,183.1814001120382
2023-02-08,STK002,145.01986088077618
2023-02-08,STK003,12.719966402948694
2023-02-08,STK004,45.535084084287305
2023-02-08,STK005,188.04131337039905
2023-02-08,STK006,132.03471825831284
2023-02-08,STK007,164.90646202217332
2023-02-08,STK008,137.9319966142265
2023-02-08,STK009,283.5848780145617
2023-02-08,STK010,185.4769341519712
2023-02-08,STK011,72.18199008462348
2023-02-08,STK012,25.169600336279867
2023-02-08,STK013,163.01957715731805
2023-02-08,STK014,109.0441243276387
2023-02-08,STK015,19.59769548378489
2023-02-08,STK016,77.04291057281415
2023-02-08,STK017,182.6028041883595
2023-02-08,STK018,124.4198585542734
2023-02-08,STK019,66.58364080552849
2023-02-08,STK020,82.29110015547377
2023-02-09,STK001,185.3109968113612
2023-02-09,STK002,148.98848246298328
2023-02-09,STK003,12.69523703307821
2023-02-09,STK004,47.13380987823357
2023-02-09,STK005,196.3473420747196
2023-02-09,STK006,143.494430283596
2023-02-09,STK007,138.51380072553482
2023-02-09,STK008,138.71873198865683
2023-02-09,STK009,283.5848780145617
2023-02-09,STK010,196.50189829406028
2023-02-09,STK011,73.35190358174977
2023-02-09,STK012,25.37839754572368
2023-02-09,STK013,163.7674813988872
2023-02-09,STK014,113.66824560385996
2023-02-09,STK015,19.94702830173879
2023-02-09,STK016,72.47891218286316
2023-02-09,STK017,178.26140390582788
2023-02-09,STK018,127.91998342572047
2023-02-09,STK019,72.08437496293804
2023-02-09,STK020,80.61728030752214
2023-02-10,STK001,178.62521618113004
2023-02-10,STK002,150.96103687563038
2023-02-10,STK003,12.582426490868803
2023-02-10,STK004,45.36782008119991
2023-02-10,STK005,203.16775201649057
2023-02-10,STK006,138.3217858894006
2023-02-10,STK007,138.46860301641607
2023-02-10,STK008,138.8173774516694
2023-02-10,STK009,282.22451011589686
2023-02-10,STK010,194.4266775205826
2023-02-10,STK011,71.25367016048922
2023-02-10,STK012,25.313629285618344
2023-02-10,STK013,160.81340539504157
2023-02-10,STK014,110.00849569250028
2023-02-10,STK015,20.04524385341807
2023-02-10,STK016,73.16275179142518
2023-02-10,STK017,175.78576032157986
2023-02-10,STK018,126.85173202011067
2023-02-10,STK019,72.4610398044856
2023-02-10,STK020,80.55918899345076
2023-02-13,STK001,181.4066314035507
2023-02-13,STK002,149.7485820664409
2023-02-13,STK003,12.61155565103778
2023-02-13,STK004,50.47956961877164
2023-02-13,STK005,215.46126524361063
2023-02-13,STK006,131.61100797545797
2023-02-13,STK007,141.41363066823948
2023-02-13,STK008,140.29570210864568
2023-02-13,STK009,283.3481203874027
2023-02-13,STK010,193.90426083413183
2023-02-13,STK011,71.535934486321
2023-02-13,STK012,26.24561786833788
2023-02-13,STK013,162.93030607472656
2023-02-13,STK014,109.36773287402096
2023-02-13,STK015,20.583862458494416
2023-02-13,STK016,76.02578470779422
2023-02-13,STK017,179.8306437567935
2023-02-13,STK018,126.4701956652239
2023-02-13,STK019,72.4610398044856
2023-02-13,STK020,79.55029249720354
2023-02-14,STK001,183.70531379428212
2023-02-14,STK002,151.6510835750893
2023-02-14,STK003,12.761485719574816
2023-02-14,STK004,50.03506747593403
2023-02-14,STK005,213.28712600640063
2023-02-14,STK006,132.42286755360252
2023-02-14,STK007,139.59625125773508
2023-02-14,STK008,141.3446657804376
2023-02-14,STK009,292.1644023580125
2023-02-14,STK010,190.78877832421784
2023-02-14,STK011,72.24430663722167
2023-02-14,STK012,26.11674205225848
2023-02-14,STK013,161.65106635050157
2023-02-14,STK014,111.92123919205524
2023-02-14,STK015,20.42647346745756
2023-02-14,STK016,75.59841813719031
2023-02-14,STK017,179.52192080571533
2023-02-14,STK018,129.1577413061042
2023-02-14,STK019,72.4610398044856
2023-02-14,STK020,78.8658772111224
2023-02-15,STK001,184.5245637942305
2023-02-15,STK002,152.06686304290807
2023-02-15,STK003,12.836025159683777
2023-02-15,STK004,49.85234816237449
2023-02-15,STK005,219.28201724458245
2023-02-15,STK006,119.0282282325454
2023-02-15,STK007,137.65915372793285
2023-02-15,STK008,138.74180667569533
2023-02-15,STK009,296.05167601938547
2023-02-15,STK010,179.95155245262472
2023-02-15,STK011,71.89031620000334
2023-02-15,STK012,25.227143230366096
2023-02-15,STK013,159.17614878271564
2023-02-15,STK014,112.38548989007782
2023-02-15,STK015,20.98008876007027
2023-02-15,STK016,76.55165477701696
2023-02-15,STK017,178.9149488802505
2023-02-15,STK018,128.81609123184083
2023-02-15,STK019,75.00490420825757
2023-02-15,STK020,78.8658772111224
2023-02-16,STK001,185.7603274321904
2023-02-16,STK002,153.71582154764343
2023-02-16,STK003,12.948265686266495
2023-02-16,STK004,47.00389520562761
2023-02-16,STK005,201.32325135109355
2023-02-16,STK006,117.06616398805632
2023-02-16,STK007,137.17558149580984
2023-02-16,STK008,137.99614367607649
2023-02-16,STK009,296.05167601938547
2023-02-16,STK010,174.91764672473477
2023-02-16,STK011,72.52529382606998
2023-02-16,STK012,26.140870076493588
2023-02-16,STK013,160.191840919946
2023-02-16,STK014,107.67051581177
2023-02-16,STK015,20.821831387684902
2023-02-16,STK016,74.87922654037213
2023-02-16,STK017,176.1626772020856
2023-02-16,STK018,133.0831968464208
2023-02-16,STK019,73.95043534381108
2023-02-16,STK020,78.6940177875238
2023-02-17,STK001,178.57341881397204
2023-02-17,STK002,151.18647999240392
2023-02-17,STK003,12.998312430278755
2023-02-17,STK004,46.893988981648576
2023-02-17,STK005,198.81680061485216
2023-02-17,STK006,119.0209968240875
2023-02-17,STK007,141.4869001091933
2023-02-17,STK008,135.76188758052083
2023-02-17,STK009,283.3350877089569
2023-02-17,STK010,178.27772734327442
2023-02-17,STK011,72.6635759909988
2023-02-17,STK012,26.31273932769021
2023-02-17,STK013,160.1594246574856
2023-02-17,STK014,97.11606721691676
2023-02-17,STK015,20.834066617900486
2023-02-17,STK016,72.57670679467552
2023-02-17,STK017,169.75386832326424
2023-02-17,STK018,139.2554970381224
2023-02-17,STK019,75.89015146672904
2023-02-17,STK020,80.606211655132
2023-02-20,STK001,178.57341881397204
2023-02-20,STK002,152.94595691083055
2023-02-20,STK003,12.918587524380031
2023-02-20,STK004,43.66870597783079
2023-02-20,STK005,198.0152692138772
2023-02-20,STK006,124.01584806971228
2023-02-20,STK007,141.4258680327245
2023-02-20,STK008,126.92565839487902
2023-02-20,STK009,288.441156740146
2023-02-20,STK010,184.65869820327725
2023-02-20,STK011,73.38181115700162
2023-02-20,STK012,25.89222963182127
2023-02-20,STK013,160.55630900463103
2023-02-20,STK014,90.07536305100228
2023-02-20,STK015,21.47220762551748
2023-02-20,STK016,72.95098420283179
2023-02-20,STK017,169.45830951871605
2023-02-20,STK018,140.83122836054548
2023-02-20,STK019,80.49583949974257
2023-02-20,STK020,81.42526802683562
2023-02-21,STK001,162.43958021595367
2023-02-21,STK002,153.1949330330793
2023-02-21,STK003,12.908073086561116
2023-02-21,STK004,42.90898693570656
2023-02-21,STK005,191.3454694919599
2023-02-21,STK006,131.20168137233318
2023-02-21,STK007,136.60263703598903
2023-02-21,STK008,124.5847834216726
2023-02-21,STK009,292.61134958408144
2023-02-21,STK010,174.95699819611417
2023-02-21,STK011,73.77986266324167
2023-02-21,STK012,25.794801897532786
2023-02-21,STK013,159.33398823176074
2023-02-21,STK014,92.42344324864855
2023-02-21,STK015,21.300598438978103
2023-02-21,STK016,72.67519508127373
