transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,day_Friday,day_Monday,day_Thursday,day_Tuesday,day_Wednesday,industry_Asset Management,industry_Hardware,industry_Oil & Gas,industry_Pharmaceuticals,industry_Renewables,industry_Retail,industry_Software,industry_Utilities
12,2023-01-02,615,STK009,BUY,248,248.0,5.250422577372761,47280.40998830065,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
13,2023-01-02,4747,STK009,BUY,468,254.21,5.250422577372761,89222.70917147057,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
14,2023-01-02,1157,STK010,BUY,382,254.21,4.966214437625735,54810.38960139629,Retail,Monday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
16,2023-01-02,4023,STK010,BUY,88,139.4,4.966214437625735,12626.477185661972,Retail,Monday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
17,2023-01-02,1109,STK012,BUY,113,139.4,3.4018416816450947,3392.1848807258884,Institutional,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
18,2023-01-02,3938,STK012,BUY,126,164.5,3.4018416816450947,3782.436238685504,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
19,2023-01-02,4955,STK012,BUY,249,254.21,3.4018416816450947,7474.81447168802,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
20,2023-01-02,2988,STK012,BUY,244,244.0,3.4018416816450947,7324.717795549706,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
21,2023-01-02,4416,STK013,BUY,85,139.4,5.066048140357762,13476.455393020708,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
22,2023-01-02,4946,STK013,BUY,144,144.0,5.066048140357762,22830.700901117438,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
23,2023-01-02,3938,STK018,BUY,80,139.4,4.654685969545785,8406.09741479506,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
24,2023-01-02,3394,STK018,BUY,70,139.4,4.654685969545785,7355.335237945677,Institutional,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
25,2023-01-02,2319,STK020,BUY,33,139.4,4.574328688741672,3199.776524348773,Retail,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
26,2023-01-03,653,STK006,BUY,870,254.21,4.875818800056916,114040.8517313266,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
27,2023-01-03,3649,STK006,BUY,207,207.0,4.875818800056916,27133.857825729432,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
28,2023-01-03,1816,STK006,BUY,97,139.4,4.875818800056916,12714.899560849057,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
29,2023-01-03,1513,STK006,SELL,28,139.4,4.875818800056916,3670.2802856059134,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
31,2023-01-03,4716,STK009,BUY,83,139.4,5.239852416528298,15657.307569338323,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
33,2023-01-03,3588,STK012,BUY,113,139.4,3.4018416816450947,3392.1848807258884,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
35,2023-01-03,4747,STK013,BUY,73,235.33,5.062358523685186,11531.272423813236,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
37,2023-01-03,4747,STK013,BUY,72,194.75,5.062358523685186,11373.309787870588,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
38,2023-01-03,4519,STK018,BUY,355,254.21,4.655327307536008,37325.988177676256,Institutional,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
39,2023-01-03,182,STK018,BUY,511,254.21,4.655327307536008,53728.39425011991,Retail,Tuesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
41,2023-01-03,4526,STK020,BUY,258,254.21,4.574328688741672,25016.434644908582,Retail,Tuesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
42,2023-01-04,182,STK006,BUY,370,254.21,4.884978285126354,48946.40929705565,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
43,2023-01-04,4519,STK006,BUY,146,254.21,4.884978285126354,19313.98853343277,Institutional,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
44,2023-01-04,74,STK006,BUY,466,254.21,4.884978285126354,61646.01819575117,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
45,2023-01-04,653,STK006,BUY,246,254.21,4.884978285126354,32542.74780290727,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
46,2023-01-04,1513,STK006,BUY,355,147.0,4.884978285126354,46962.09540663448,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
47,2023-01-04,193,STK006,BUY,409,254.21,4.884978285126354,54105.62541215071,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
48,2023-01-04,2352,STK006,BUY,288,254.21,4.884978285126354,38098.82669608656,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
49,2023-01-04,4747,STK006,SELL,218,197.33,4.884978285126354,28838.69520745441,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
50,2023-01-04,1094,STK006,BUY,823,254.21,4.884978285126354,108872.68878777511,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
51,2023-01-04,193,STK006,SELL,409,254.21,4.884978285126354,54105.62541215071,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
52,2023-01-04,193,STK006,BUY,200,254.21,4.884978285126354,26457.518538949,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
53,2023-01-04,3961,STK007,BUY,288,254.21,5.221396207868724,53335.46044011368,Retail,Wednesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
54,2023-01-04,4150,STK008,BUY,26,139.4,5.034148493118791,3992.788073463815,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
55,2023-01-04,4955,STK009,BUY,469,254.21,5.293580729617266,93356.75403221576,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
56,2023-01-04,193,STK009,BUY,88,254.21,5.293580729617266,17516.832313080995,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
57,2023-01-04,192,STK010,BUY,316,254.21,4.97309428051814,45653.54294641931,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
58,2023-01-04,3018,STK010,BUY,208,208.0,4.97309428051814,30050.433331820303,Retail,Wednesday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
59,2023-01-04,4647,STK011,BUY,83,139.4,4.182685050493245,5439.952772517813,Retail,Wednesday,0,0,Mid,Finance,Asset Management,,,,,,,,,,,,,
60,2023-01-04,4955,STK012,SELL,200,254.21,3.3441405101779016,5667.242102564001,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
61,2023-01-04,4747,STK012,BUY,409,218.5,3.3441405101779016,11589.510099743382,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
62,2023-01-04,4703,STK012,BUY,75,139.4,3.3441405101779016,2125.2157884615003,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
63,2023-01-04,2105,STK012,BUY,86,139.4,3.3441405101779016,2436.9141041025205,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
64,2023-01-04,3372,STK012,BUY,114,139.4,3.3441405101779016,3230.32799846148,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
65,2023-01-04,4747,STK013,SELL,18,200.27,5.056387416619365,2826.4002217892967,Retail,Wednesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
66,2023-01-04,3588,STK016,BUY,8,139.4,4.376585602219612,636.5271956175886,Retail,Wednesday,0,0,Low,Energy,Renewables,,,,,,,,,,,,,
67,2023-01-04,3938,STK018,BUY,257,166.5,4.6642335770732535,27263.651904724436,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
68,2023-01-04,1960,STK018,BUY,66,139.4,4.6642335770732535,7001.56041133001,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
69,2023-01-04,1712,STK018,BUY,52,139.4,4.6642335770732535,5516.380930138796,Institutional,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
70,2023-01-04,1647,STK018,BUY,28,139.4,4.6642335770732535,2970.358962382428,Institutional,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
71,2023-01-04,637,STK018,BUY,84,139.4,4.6642335770732535,8911.076887147285,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
72,2023-01-04,3588,STK019,BUY,48,139.4,4.543254185774792,4511.816832331611,Retail,Wednesday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
73,2023-01-05,193,STK004,BUY,65,234.2,3.768321927889792,2814.9765151487272,Retail,Thursday,0,0,Low,Finance,Asset Management,,,,,,,,,,,,,
74,2023-01-05,3938,STK006,SELL,152,163.6,4.84838552265089,19385.21698512098,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
75,2023-01-05,4629,STK006,BUY,404,254.21,4.84838552265089,51523.86619729523,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
76,2023-01-05,1185,STK006,BUY,260,254.21,4.84838552265089,33158.923790338515,Institutional,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
78,2023-01-05,3339,STK007,BUY,267,254.21,5.2418705062311215,50469.23211978431,Retail,Thursday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
79,2023-01-05,845,STK008,BUY,38,139.4,5.047564221832004,5914.429851918124,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
80,2023-01-05,4747,STK012,BUY,30,186.08,3.321675330501927,831.2018888036249,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
82,2023-01-05,3588,STK012,SELL,83,139.4,3.321675330501927,2299.658559023362,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
83,2023-01-05,4955,STK012,BUY,68,245.29,3.321675330501927,1884.0576146215496,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
84,2023-01-05,1494,STK012,BUY,498,254.21,3.321675330501927,13797.951354140172,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
85,2023-01-05,3498,STK012,BUY,125,139.4,3.321675330501927,3463.341203348437,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
86,2023-01-05,4747,STK012,BUY,240,190.23,3.321675330501927,6649.615110428999,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
87,2023-01-05,4519,STK013,BUY,353,254.21,5.041232131700329,54595.14228488053,Institutional,Thursday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
88,2023-01-05,4747,STK018,BUY,86,182.79,4.6473824814385285,8970.796774458859,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
90,2023-01-05,3119,STK018,BUY,235,235.0,4.6473824814385285,24513.223744160838,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
91,2023-01-05,3938,STK018,BUY,191,168.17,4.6473824814385285,19923.51376653072,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
92,2023-01-05,1407,STK018,BUY,60,139.4,4.6473824814385285,6258.695424041063,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
94,2023-01-06,295,STK006,BUY,113,139.4,4.831163562194552,14165.311189236025,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
95,2023-01-06,4629,STK006,SELL,175,254.21,4.831163562194552,21937.428832887646,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
96,2023-01-06,4955,STK006,BUY,145,232.75,4.831163562194552,18176.72674724976,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
98,2023-01-06,1185,STK006,BUY,675,254.21,4.831163562194552,84615.79692685234,Institutional,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
99,2023-01-06,2034,STK006,BUY,99,139.4,4.831163562194552,12410.316882605011,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
100,2023-01-06,4493,STK006,BUY,62,139.4,4.831163562194552,7772.1176436516225,Retail,Friday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
101,2023-01-06,4716,STK009,SELL,83,139.4,5.3135416592184495,16854.65682468542,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
103,2023-01-06,4955,STK010,BUY,180,226.89,5.026624671341346,27435.183067190992,Retail,Friday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
104,2023-01-06,1513,STK010,BUY,27,139.4,5.026624671341346,4115.277460078649,Retail,Friday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
105,2023-01-06,4801,STK011,BUY,78,139.4,4.209750430340055,5252.499077190933,Retail,Friday,0,0,Mid,Finance,Asset Management,,,,,,,,,,,,,
106,2023-01-06,474,STK012,BUY,192,192.0,3.3062747578470084,5238.393413753209,Retail,Friday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
110,2023-01-06,1964,STK016,BUY,74,139.4,4.387554134862898,5952.813405625547,Retail,Friday,0,0,Low,Energy,Renewables,,,,,,,,,,,,,
111,2023-01-06,4747,STK018,BUY,390,198.35,4.697422819137289,42769.03157156604,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
112,2023-01-06,474,STK018,BUY,232,212.0,4.697422819137289,25442.090575905957,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
113,2023-01-06,4747,STK018,SELL,56,190.44,4.697422819137289,6141.194276942816,Retail,Friday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
114,2023-01-06,2970,STK019,BUY,107,139.4,4.482589448946109,9465.588928393165,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
115,2023-01-06,1243,STK020,BUY,61,139.4,4.575780070851176,5923.329202069805,Retail,Friday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
116,2023-01-09,2614,STK003,BUY,77,139.4,2.4262911897870536,871.3960769289055,Retail,Monday,0,0,Low,Technology,Software,,,,,,,,,,,,,
117,2023-01-09,4747,STK006,BUY,76,184.42,4.868417750220656,9888.730857093276,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
118,2023-01-09,4747,STK006,BUY,310,190.7,4.868417750220656,40335.61270656467,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
119,2023-01-09,193,STK006,BUY,86,186.43,4.868417750220656,11189.879654079232,Retail,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
121,2023-01-09,3165,STK007,BUY,119,139.4,5.220186907953162,22011.28160354881,Retail,Monday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
122,2023-01-09,2096,STK008,BUY,1190,254.21,5.043205122475798,184409.42648804304,Institutional,Monday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
123,2023-01-09,4747,STK009,BUY,1015,229.95,5.323079475092926,208089.4608732166,Retail,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
124,2023-01-09,3588,STK010,BUY,373,139.4,5.060835558557927,58830.3983006412,Retail,Monday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
125,2023-01-09,2982,STK012,BUY,345,254.21,3.3062747578470084,9412.738165337796,Institutional,Monday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
126,2023-01-09,4747,STK013,SELL,59,222.18,5.057191247828222,9271.7617749159,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
127,2023-01-09,4955,STK013,SELL,343,238.5,5.057191247828222,53901.93709823989,Retail,Monday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
128,2023-01-09,1513,STK018,BUY,41,139.4,4.671300876558266,4380.301967135993,Retail,Monday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
129,2023-01-10,4700,STK006,BUY,213,213.0,4.936272256860099,29660.290873415925,Institutional,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
130,2023-01-10,3232,STK006,BUY,214,214.0,4.936272256860099,29799.54106530989,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
131,2023-01-10,4679,STK006,BUY,2350,254.21,4.936272256860099,327237.950950833,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
132,2023-01-10,1157,STK008,BUY,1001,254.21,5.060686778902467,157856.48212204096,Retail,Tuesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
133,2023-01-10,4955,STK012,BUY,16,218.27,3.2702922493703044,421.1044790296323,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
134,2023-01-10,80,STK012,BUY,214,214.0,3.2702922493703044,5632.272407021332,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
135,2023-01-10,2426,STK012,BUY,451,254.21,3.2702922493703044,11869.88250264776,Retail,Tuesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
136,2023-01-10,3588,STK013,BUY,27,139.4,5.058215837729358,4247.359198505615,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
137,2023-01-10,1867,STK013,BUY,14,139.4,5.058215837729358,2202.334399225134,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
138,2023-01-10,998,STK013,BUY,240,240.0,5.058215837729358,37754.30398671658,Retail,Tuesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
139,2023-01-10,2871,STK017,BUY,53,139.4,5.238901064135111,9988.532637161894,Retail,Tuesday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
140,2023-01-11,4747,STK006,BUY,171,219.96,4.917761437365392,23375.061703329902,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
141,2023-01-11,3938,STK006,SELL,51,151.43,4.917761437365392,6971.509630817692,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
142,2023-01-11,4747,STK006,SELL,258,221.54,4.917761437365392,35267.63695590126,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
143,2023-01-11,193,STK006,SELL,179,185.5,4.917761437365392,24468.631841497387,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
144,2023-01-11,193,STK006,BUY,47,170.11,4.917761437365392,6424.72456173395,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
145,2023-01-11,4629,STK006,BUY,239,254.21,4.917761437365392,32670.407877753496,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
146,2023-01-11,2946,STK006,BUY,333,254.21,4.917761437365392,45519.8570012214,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
147,2023-01-11,4528,STK008,BUY,185,185.0,5.058561541495849,29112.338495406664,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
148,2023-01-11,4955,STK008,BUY,331,227.67,5.058561541495849,52087.48130799787,Retail,Wednesday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
149,2023-01-11,2871,STK012,BUY,8,139.4,3.2702922493703044,210.5522395148161,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
150,2023-01-11,4955,STK012,BUY,182,224.15,3.2702922493703044,4790.063448962067,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
151,2023-01-11,193,STK012,BUY,34,156.5,3.2702922493703044,894.8470179379685,Retail,Wednesday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
152,2023-01-11,1185,STK013,BUY,100,254.21,5.055831834002131,15693.50199495176,Institutional,Wednesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
153,2023-01-11,4700,STK013,BUY,225,219.0,5.055831834002131,35310.37948864146,Institutional,Wednesday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
154,2023-01-11,3516,STK016,BUY,16,139.4,4.341720171113258,1229.4336477616812,Retail,Wednesday,0,0,Low,Energy,Renewables,,,,,,,,,,,,,
155,2023-01-11,563,STK018,BUY,71,139.4,4.653918195206124,7454.685741461144,Institutional,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
156,2023-01-11,193,STK018,BUY,181,158.73,4.653918195206124,19004.198862034747,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
157,2023-01-11,4327,STK018,BUY,183,183.0,4.653918195206124,19214.19000968154,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
158,2023-01-11,1513,STK018,BUY,66,139.4,4.653918195206124,6929.707872344163,Retail,Wednesday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
159,2023-01-12,2920,STK003,BUY,96,139.4,2.4104083501898907,1069.2968283487514,Retail,Thursday,0,0,Low,Technology,Software,,,,,,,,,,,,,
160,2023-01-12,845,STK006,BUY,149,139.4,4.952082157390468,21078.913579144577,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
161,2023-01-12,4240,STK006,BUY,428,254.21,4.952082157390468,60548.82558304617,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
162,2023-01-12,3588,STK006,BUY,479,144.25,4.952082157390468,67763.755734297,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
163,2023-01-12,2426,STK006,BUY,693,254.21,4.952082157390468,98038.16852582007,Retail,Thursday,0,0,High,Energy,Oil & Gas,,,,,,,,,,,,,
164,2023-01-12,4955,STK009,SELL,346,232.86,5.413606646577907,77656.1029908389,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
165,2023-01-12,4023,STK009,BUY,62,139.4,5.413606646577907,13915.255449225468,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
166,2023-01-12,1865,STK009,BUY,210,210.0,5.413606646577907,47132.31684415077,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
167,2023-01-12,1438,STK009,BUY,152,152.0,5.413606646577907,34114.819811004374,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
168,2023-01-12,4747,STK009,BUY,217,221.36,5.413606646577907,48703.394072289135,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
169,2023-01-12,1006,STK010,BUY,459,254.21,5.076022860549142,73502.38036608817,Retail,Thursday,0,0,High,Consumer,Retail,,,,,,,,,,,,,
170,2023-01-12,3938,STK012,BUY,213,159.12,3.261917977734131,5559.203621505544,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
171,2023-01-12,4955,STK012,SELL,266,235.07,3.261917977734131,6942.479640002229,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
172,2023-01-12,583,STK012,BUY,2041,254.21,3.261917977734131,53269.17648588176,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
173,2023-01-12,3163,STK012,BUY,127,139.4,3.261917977734131,3314.6425348882817,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
174,2023-01-12,4747,STK012,BUY,95,216.5,3.261917977734131,2479.45701428651,Retail,Thursday,0,0,High,Technology,Hardware,,,,,,,,,,,,,
175,2023-01-12,3699,STK013,BUY,119,139.4,5.043744043476591,18450.88353850868,Retail,Thursday,0,0,Mid,Energy,Utilities,,,,,,,,,,,,,
176,2023-01-12,3938,STK017,BUY,258,170.11,5.2422137113101055,48784.76235370452,Retail,Thursday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
177,2023-01-12,4747,STK017,BUY,68,211.0,5.2422137113101055,12857.999380046153,Retail,Thursday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
178,2023-01-12,3772,STK017,BUY,118,139.4,5.2422137113101055,22312.410688903616,Retail,Thursday,0,0,Mid,Healthcare,Pharmaceuticals,,,,,,,,,,,,,
179,2023-01-12,227,STK018,BUY,87,139.4,4.613758708168157,8775.041931338295,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
180,2023-01-12,4747,STK018,BUY,224,211.46,4.613758708168157,22593.211409422736,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
181,2023-01-12,4081,STK018,BUY,104,139.4,4.613758708168157,10489.705297231983,Retail,Thursday,0,0,Mid,Technology,Software,,,,,,,,,,,,,
182,2023-01-12,4955,STK019,BUY,124,228.12,4.45737925935016,10696.381920049284,Retail,Thursday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
183,2023-01-12,3938,STK020,BUY,45,157.6,4.604505365786686,4497.009303341609,Retail,Thursday,0,0,Mid,Energy,Oil & Gas,,,,,,,,,,,,,
184,2023-01-13,1356,STK003,BUY,24,139.4,2.49523579789899,290.99021123759667,Retail,Friday,0,0,Low,Technology,Software,,,,,,,,,,,,,
